run_id,tier,evidence_class,benchmark,arch,lambda,lambda_regime,seed,final_id_acc,final_ood_acc,mean_whitened_gca,top_hessian_eig,wall_clock_sec,status
33,tier_1_primary_change_point,primary,hbar,transformer_2l,0.015,subcritical,91,96.36963696369637,63.59375000000001,0.02023192428660022,1.744119253999088e-05,18.857470750808716,PASS
34,tier_1_primary_change_point,primary,hbar,transformer_2l,0.015,subcritical,133,95.13812154696133,87.578125,0.04617780260497883,1.4373820704349782e-05,18.939301252365112,PASS
35,tier_1_primary_change_point,primary,hbar,transformer_2l,0.015,subcritical,175,95.2486187845304,82.03125,-0.04676114335720524,4.532354068942368e-05,18.97653317451477,PASS
36,tier_1_primary_change_point,primary,hbar,transformer_2l,0.015,subcritical,217,95.83802024746907,70.390625,0.06376137032208895,4.516443732427433e-05,19.10503339767456,PASS
37,tier_1_primary_change_point,primary,hbar,transformer_2l,0.015,subcritical,259,91.96919691969197,82.8125,0.10503051563256856,6.442538051487645e-06,19.231711387634277,PASS
38,tier_1_primary_change_point,primary,hbar,transformer_2l,0.015,subcritical,301,95.31772575250837,63.74999999999999,0.05303259557995854,1.9607592548709363e-05,19.03999137878418,PASS
39,tier_1_primary_change_point,primary,hbar,transformer_2l,0.015,subcritical,343,92.36641221374046,67.65625,0.012975013312413977,5.474769750435371e-06,19.293338298797607,PASS
40,tier_1_primary_change_point,primary,hbar,transformer_2l,0.015,subcritical,385,96.69966996699671,63.74999999999999,0.02854339429845791,3.8850586861371994e-05,19.285003185272217,PASS
41,tier_1_primary_change_point,primary,hbar,transformer_2l,0.015,subcritical,427,92.25736095965104,60.0,0.018074319223749247,1.9123370975648868e-07,19.330233097076416,PASS
42,tier_1_primary_change_point,primary,hbar,transformer_2l,0.015,subcritical,469,93.19955406911929,62.57812499999999,0.1126997792802834,3.139218097203411e-05,19.333465576171875,PASS
43,tier_1_primary_change_point,primary,hbar,transformer_2l,0.015,subcritical,511,92.33296823658269,66.09375,0.09487232837527011,2.2383095711120404e-05,19.41352653503418,PASS
44,tier_1_primary_change_point,primary,hbar,transformer_2l,0.015,subcritical,553,93.45172031076582,75.78125,0.08519285431138383,0.00023900855740066618,19.29335355758667,PASS
45,tier_1_primary_change_point,primary,hbar,transformer_2l,0.015,subcritical,595,95.58011049723757,90.15625,0.05171238554040527,2.063353531411849e-05,19.155455112457275,PASS
46,tier_1_primary_change_point,primary,hbar,transformer_2l,0.015,subcritical,637,92.60918253079508,68.28125,0.07130354497451079,2.404789483989589e-05,19.24620532989502,PASS
47,tier_1_primary_change_point,primary,hbar,transformer_2l,0.015,subcritical,679,91.75027870680044,60.0,0.0867175651174686,3.470851879683323e-05,19.215847969055176,PASS
48,tier_1_primary_change_point,primary,hbar,transformer_2l,0.015,subcritical,721,94.62486002239642,63.74999999999999,0.04280589399684707,4.521637492871378e-06,19.141803741455078,PASS
49,tier_1_primary_change_point,primary,hbar,transformer_2l,0.015,subcritical,763,93.7007874015748,63.828125,0.05306717296521398,7.304281979259031e-08,19.032354831695557,PASS
50,tier_1_primary_change_point,primary,hbar,transformer_2l,0.015,subcritical,805,93.2092004381161,70.0,0.06594646573993714,5.1140337745891884e-05,19.211281299591064,PASS
51,tier_1_primary_change_point,primary,hbar,transformer_2l,0.015,subcritical,847,92.84928492849285,61.01562499999999,0.050261741362904906,3.370064587215893e-05,19.203320026397705,PASS
52,tier_1_primary_change_point,primary,hbar,transformer_2l,0.015,subcritical,889,93.5659760087241,60.546875,0.09401894210557225,1.3371682143770158e-05,19.10923194885254,PASS
53,tier_1_primary_change_point,primary,hbar,transformer_2l,0.015,subcritical,931,95.26952695269527,75.234375,0.09421902475668122,4.527221608441323e-05,19.23489546775818,PASS
54,tier_1_primary_change_point,primary,hbar,transformer_2l,0.015,subcritical,973,95.58011049723757,78.75,0.02902786760569631,2.370323818468023e-05,19.09410572052002,PASS
55,tier_1_primary_change_point,primary,hbar,transformer_2l,0.015,subcritical,1015,94.71316085489315,70.15625,0.10017985730296912,3.6635476135415956e-05,18.9056715965271,PASS
56,tier_1_primary_change_point,primary,hbar,transformer_2l,0.015,subcritical,1057,93.28107502799551,74.140625,0.0777856030732924,0.0,19.09975814819336,PASS
57,tier_1_primary_change_point,primary,hbar,transformer_2l,0.015,subcritical,1099,96.13259668508287,89.609375,0.04192828506195296,1.6156269339262508e-05,18.88159465789795,PASS
58,tier_1_primary_change_point,primary,hbar,transformer_2l,0.015,subcritical,1141,91.89789123196448,70.703125,-0.01871821192253452,1.574522684677504e-05,18.97113275527954,PASS
59,tier_1_primary_change_point,primary,hbar,transformer_2l,0.015,subcritical,1183,94.00665926748057,74.375,0.08987500206477662,4.4973098738410044e-06,19.043156385421753,PASS
60,tier_1_primary_change_point,primary,hbar,transformer_2l,0.015,subcritical,1225,95.56048834628191,76.25,0.05445869275797843,5.0944494432769716e-05,18.871983289718628,PASS
61,tier_1_primary_change_point,primary,hbar,transformer_2l,0.02,boundary,7,96.55937846836848,59.84374999999999,0.08260487264761239,4.7028312110342085e-05,18.801896810531616,PASS
62,tier_1_primary_change_point,primary,hbar,transformer_2l,0.02,boundary,49,95.74468085106383,87.03125,0.044381910229939765,7.397173249046318e-06,18.807153701782227,PASS
63,tier_1_primary_change_point,primary,hbar,transformer_2l,0.02,boundary,91,96.03960396039604,67.65625,-0.0040801613604454015,3.2184547308133915e-05,19.067331552505493,PASS
64,tier_1_primary_change_point,primary,hbar,transformer_2l,0.02,boundary,133,92.15469613259668,70.3125,0.014154227083315733,2.405202940281015e-05,18.871673583984375,PASS
65,tier_1_primary_change_point,primary,hbar,transformer_2l,0.02,boundary,175,94.9171270718232,71.25,0.08163306340585263,4.427634848980233e-05,18.87990689277649,PASS
66,tier_1_primary_change_point,primary,hbar,transformer_2l,0.02,boundary,217,95.16310461192352,60.0,0.08240947400737102,2.803808638418559e-05,18.80674719810486,PASS
67,tier_1_primary_change_point,primary,hbar,transformer_2l,0.02,boundary,259,93.94939493949394,81.796875,0.058267143853866964,6.5125373112095986e-06,18.949315786361694,PASS
68,tier_1_primary_change_point,primary,hbar,transformer_2l,0.02,boundary,301,93.75696767001115,66.328125,0.05368651649970816,2.457774280628655e-05,18.787693977355957,PASS
69,tier_1_primary_change_point,primary,hbar,transformer_2l,0.02,boundary,343,92.25736095965104,60.0,0.00017172941654295648,1.5612698916811496e-05,18.880604028701782,PASS
70,tier_1_primary_change_point,primary,hbar,transformer_2l,0.02,boundary,385,95.92959295929593,74.53125,0.10844833703670458,1.6213585695368238e-05,18.88403081893921,PASS
71,tier_1_primary_change_point,primary,hbar,transformer_2l,0.02,boundary,427,94.43838604143949,68.28125,0.06498888589450191,3.077937799389474e-05,18.685523509979248,PASS
72,tier_1_primary_change_point,primary,hbar,transformer_2l,0.02,boundary,469,95.9866220735786,69.84375,0.06920232974866108,2.829172990459483e-05,18.807013511657715,PASS
73,tier_1_primary_change_point,primary,hbar,transformer_2l,0.02,boundary,511,93.31872946330778,61.875,0.059741185284648134,1.7843698515207507e-05,18.789194345474243,PASS
74,tier_1_primary_change_point,primary,hbar,transformer_2l,0.02,boundary,553,93.89567147613762,48.90625,0.009692221812770414,0.0,18.80396604537964,PASS
75,tier_1_primary_change_point,primary,hbar,transformer_2l,0.02,boundary,595,95.58011049723757,72.34375,0.022911344581263,1.7172846128232777e-05,18.758071422576904,PASS
76,tier_1_primary_change_point,primary,hbar,transformer_2l,0.02,boundary,637,95.18477043673013,63.74999999999999,0.03602277669731154,6.304298040049616e-06,18.97333025932312,PASS
77,tier_1_primary_change_point,primary,hbar,transformer_2l,0.02,boundary,679,91.86176142697882,69.6875,0.03061487005141997,1.1039997843909077e-05,18.888805150985718,PASS
78,tier_1_primary_change_point,primary,hbar,transformer_2l,0.02,boundary,721,93.28107502799551,77.1875,0.0633892728131536,1.157537099061301e-05,18.90521550178528,PASS
79,tier_1_primary_change_point,primary,hbar,transformer_2l,0.02,boundary,763,92.57592800899887,71.25,0.028077269715403794,4.4589254684979096e-05,19.00688123703003,PASS
80,tier_1_primary_change_point,primary,hbar,transformer_2l,0.02,boundary,805,94.30449069003286,76.953125,0.05259621430820036,1.8123082554666325e-05,19.03475522994995,PASS
81,tier_1_primary_change_point,primary,hbar,transformer_2l,0.02,boundary,847,90.97909790979098,61.01562499999999,0.03932546464916458,4.126372004975565e-05,18.874602556228638,PASS
82,tier_1_primary_change_point,primary,hbar,transformer_2l,0.02,boundary,889,93.23882224645584,63.4375,0.11049394261688782,4.196795271127485e-05,18.742096185684204,PASS
83,tier_1_primary_change_point,primary,hbar,transformer_2l,0.02,boundary,931,96.36963696369637,71.875,0.08500007042987034,2.2658314264845103e-05,18.90366506576538,PASS
84,tier_1_primary_change_point,primary,hbar,transformer_2l,0.02,boundary,973,96.353591160221,60.0,0.10514035479468069,1.2967389011464547e-05,18.85079073905945,PASS
85,tier_1_primary_change_point,primary,hbar,transformer_2l,0.02,boundary,1015,95.50056242969629,62.734375,0.046162522750523745,2.5343551897094585e-05,18.83413863182068,PASS
86,tier_1_primary_change_point,primary,hbar,transformer_2l,0.02,boundary,1057,92.60918253079508,80.3125,0.0036136154081266303,0.0,18.8756742477417,PASS
87,tier_1_primary_change_point,primary,hbar,transformer_2l,0.02,boundary,1099,91.8232044198895,83.984375,0.04394030482262449,1.311525466007879e-05,18.722936153411865,PASS
88,tier_1_primary_change_point,primary,hbar,transformer_2l,0.02,boundary,1141,93.89567147613762,96.25,0.12549227931049364,6.176456372486427e-05,18.952192306518555,PASS
89,tier_1_primary_change_point,primary,hbar,transformer_2l,0.02,boundary,1183,92.89678135405104,76.640625,0.019460755219440823,2.2763062588637695e-05,18.890232801437378,PASS
90,tier_1_primary_change_point,primary,hbar,transformer_2l,0.02,boundary,1225,95.56048834628191,74.140625,0.051386756989541066,4.044753950438462e-05,18.800127029418945,PASS
91,tier_1_primary_change_point,primary,hbar,transformer_2l,0.025,boundary,7,91.89789123196448,74.375,0.05554058960962782,3.209637361578643e-05,18.858080863952637,PASS
92,tier_1_primary_change_point,primary,hbar,transformer_2l,0.025,boundary,49,95.96864501679731,95.78125,0.07557239461882777,9.32420607568929e-06,18.92216467857361,PASS
93,tier_1_primary_change_point,primary,hbar,transformer_2l,0.025,boundary,91,96.25962596259626,67.03125,0.08283691933698466,2.9961287509649992e-05,19.039613962173462,PASS
94,tier_1_primary_change_point,primary,hbar,transformer_2l,0.025,boundary,133,94.58563535911603,74.0625,0.05736080915829609,5.5998323659878224e-05,19.08773922920227,PASS
95,tier_1_primary_change_point,primary,hbar,transformer_2l,0.025,boundary,175,94.03314917127071,72.03125,0.04634520884478824,2.1166102669667453e-05,19.082316875457764,PASS
96,tier_1_primary_change_point,primary,hbar,transformer_2l,0.025,boundary,217,96.40044994375702,71.5625,0.10845744549589191,3.242004822823219e-05,19.276384353637695,PASS
97,tier_1_primary_change_point,primary,hbar,transformer_2l,0.025,boundary,259,95.04950495049505,70.390625,0.002155981747011649,6.171719724079594e-05,18.94153141975403,PASS
98,tier_1_primary_change_point,primary,hbar,transformer_2l,0.025,boundary,301,94.31438127090301,75.78125,0.05625750793861748,0.0,19.004707098007202,PASS
99,tier_1_primary_change_point,primary,hbar,transformer_2l,0.025,boundary,343,94.87459105779716,64.296875,-0.0028382615034033658,2.8953110813745297e-05,18.957998514175415,PASS
100,tier_1_primary_change_point,primary,hbar,transformer_2l,0.025,boundary,385,95.59955995599559,67.65625,0.03986697511252049,2.413719084870536e-05,18.772981643676758,PASS
101,tier_1_primary_change_point,primary,hbar,transformer_2l,0.025,boundary,427,91.93020719738277,69.375,0.0895918619640303,1.484472431911854e-05,18.99864625930786,PASS
102,tier_1_primary_change_point,primary,hbar,transformer_2l,0.025,boundary,469,92.19620958751393,67.578125,0.057987007909977795,2.7162677724845707e-05,18.995070934295654,PASS
103,tier_1_primary_change_point,primary,hbar,transformer_2l,0.025,boundary,511,93.31872946330778,62.890625,0.06004921842035784,1.157078531832667e-05,18.96430492401123,PASS
104,tier_1_primary_change_point,primary,hbar,transformer_2l,0.025,boundary,553,95.44950055493896,83.125,0.04588593894552958,0.0,19.175340175628662,PASS
105,tier_1_primary_change_point,primary,hbar,transformer_2l,0.025,boundary,595,93.70165745856353,87.65625,-0.022783845064351466,3.694528231790173e-06,19.102251052856445,PASS
106,tier_1_primary_change_point,primary,hbar,transformer_2l,0.025,boundary,637,95.40873460246361,63.125,0.062416112767750276,1.1839111721201334e-05,19.00398063659668,PASS
107,tier_1_primary_change_point,primary,hbar,transformer_2l,0.025,boundary,679,91.75027870680044,72.109375,-0.006618975818028404,7.075736903061625e-06,19.180217266082764,PASS
108,tier_1_primary_change_point,primary,hbar,transformer_2l,0.025,boundary,721,94.2889137737962,60.0,0.021686085965793005,1.3137390851625241e-05,19.148582935333252,PASS
109,tier_1_primary_change_point,primary,hbar,transformer_2l,0.025,boundary,763,92.68841394825647,76.25,0.0340318295565493,1.7125792510341853e-05,19.049858331680298,PASS
110,tier_1_primary_change_point,primary,hbar,transformer_2l,0.025,boundary,805,96.49507119386638,77.578125,0.11582931404200464,2.362962368351873e-05,19.068543195724487,PASS
111,tier_1_primary_change_point,primary,hbar,transformer_2l,0.025,boundary,847,92.62926292629263,53.98437499999999,0.016773210921081524,1.2697020792984404e-05,18.957481861114502,PASS
112,tier_1_primary_change_point,primary,hbar,transformer_2l,0.025,boundary,889,93.23882224645584,65.859375,0.03895410031998126,4.7192617785185575e-05,19.16731071472168,PASS
113,tier_1_primary_change_point,primary,hbar,transformer_2l,0.025,boundary,931,96.03960396039604,76.09375,0.07649918583848274,4.828357123187743e-05,18.966063976287842,PASS
114,tier_1_primary_change_point,primary,hbar,transformer_2l,0.025,boundary,973,96.353591160221,60.07812500000001,0.06988105437811114,3.6181187169859186e-05,18.95425271987915,PASS
115,tier_1_primary_change_point,primary,hbar,transformer_2l,0.025,boundary,1015,95.61304836895388,71.484375,0.01929829563160447,6.1064661167620216e-06,18.938838958740234,PASS
116,tier_1_primary_change_point,primary,hbar,transformer_2l,0.025,boundary,1057,92.72116461366181,76.328125,0.046141307458373644,4.2094121454283595e-05,18.904698371887207,PASS
117,tier_1_primary_change_point,primary,hbar,transformer_2l,0.025,boundary,1099,91.71270718232044,87.734375,-0.005349008956951486,2.6951063773594797e-05,18.937151193618774,PASS
118,tier_1_primary_change_point,primary,hbar,transformer_2l,0.025,boundary,1141,91.56492785793563,64.53125,0.012908704720512048,1.733690260152798e-05,18.937387943267822,PASS
119,tier_1_primary_change_point,primary,hbar,transformer_2l,0.025,boundary,1183,92.78579356270811,60.0,0.06344515410313485,1.0080694664793555e-05,18.95328688621521,PASS
120,tier_1_primary_change_point,primary,hbar,transformer_2l,0.025,boundary,1225,95.338512763596,94.609375,0.07292432262406605,0.00022325594909489155,18.9568829536438,PASS
121,tier_1_primary_change_point,primary,hbar,transformer_2l,0.03,boundary,7,96.44839067702553,76.25,0.08794452329599745,4.766328856931068e-05,19.000434637069702,PASS
122,tier_1_primary_change_point,primary,hbar,transformer_2l,0.03,boundary,49,92.83314669652856,82.734375,0.007580272260857724,4.121223173569888e-05,19.02533459663391,PASS
123,tier_1_primary_change_point,primary,hbar,transformer_2l,0.03,boundary,91,92.73927392739274,73.828125,0.05781918587045013,7.388827361864969e-05,19.04354166984558,PASS
124,tier_1_primary_change_point,primary,hbar,transformer_2l,0.03,boundary,133,92.04419889502763,88.4375,0.04840916857848706,2.5643983462941833e-05,19.085776329040527,PASS
125,tier_1_primary_change_point,primary,hbar,transformer_2l,0.03,boundary,175,93.92265193370166,73.59375,0.08111637434944352,1.975867780856788e-05,19.074683904647827,PASS
126,tier_1_primary_change_point,primary,hbar,transformer_2l,0.03,boundary,217,93.7007874015748,66.40625,-0.00951365326918652,3.0458490073215216e-05,19.1194748878479,PASS
127,tier_1_primary_change_point,primary,hbar,transformer_2l,0.03,boundary,259,95.59955995599559,74.296875,0.04288192474745531,2.5517107133055106e-05,19.027027368545532,PASS
128,tier_1_primary_change_point,primary,hbar,transformer_2l,0.03,boundary,301,94.42586399108139,71.40625,0.09595491223812296,8.86502857611049e-06,18.96570372581482,PASS
129,tier_1_primary_change_point,primary,hbar,transformer_2l,0.03,boundary,343,94.00218102508178,76.25,0.036782564281861656,1.8321490642847493e-05,19.058971405029297,PASS
130,tier_1_primary_change_point,primary,hbar,transformer_2l,0.03,boundary,385,94.05940594059405,72.8125,0.015836218542552318,1.4489321074506734e-05,18.946171045303345,PASS
131,tier_1_primary_change_point,primary,hbar,transformer_2l,0.03,boundary,427,95.63794983642312,71.71875,0.047092858917799574,4.20119431510102e-05,19.162627458572388,PASS
132,tier_1_primary_change_point,primary,hbar,transformer_2l,0.03,boundary,469,95.09476031215162,63.74999999999999,0.03576737115882422,6.713861694152001e-06,19.23043131828308,PASS
133,tier_1_primary_change_point,primary,hbar,transformer_2l,0.03,boundary,511,94.85213581599123,61.484375,0.04614193109669901,3.221717634005472e-05,18.905672073364258,PASS
134,tier_1_primary_change_point,primary,hbar,transformer_2l,0.03,boundary,553,96.44839067702553,66.328125,0.012752544846750874,2.1579156964435242e-05,19.046139240264893,PASS
135,tier_1_primary_change_point,primary,hbar,transformer_2l,0.03,boundary,595,95.02762430939227,75.0,0.0068582466566558505,0.0,19.124830722808838,PASS
136,tier_1_primary_change_point,primary,hbar,transformer_2l,0.03,boundary,637,93.39305711086226,60.0,0.03145786484293569,1.1700656614266336e-05,20.040717363357544,PASS
137,tier_1_primary_change_point,primary,hbar,transformer_2l,0.03,boundary,679,91.5273132664437,74.0625,0.04072670266588798,1.7107196981669404e-05,20.174940824508667,PASS
138,tier_1_primary_change_point,primary,hbar,transformer_2l,0.03,boundary,721,91.6013437849944,60.0,0.10253441150620497,4.608640665537678e-06,20.990288257598877,PASS
139,tier_1_primary_change_point,primary,hbar,transformer_2l,0.03,boundary,763,92.68841394825647,72.5,-0.0021924889308221934,5.144027454662137e-06,20.484886407852173,PASS
140,tier_1_primary_change_point,primary,hbar,transformer_2l,0.03,boundary,805,96.49507119386638,79.140625,0.11691410832934712,6.547115481225774e-05,20.594589948654175,PASS
141,tier_1_primary_change_point,primary,hbar,transformer_2l,0.03,boundary,847,92.18921892189219,69.84375,0.011467034271446576,1.5184755284280982e-05,20.325262308120728,PASS
142,tier_1_primary_change_point,primary,hbar,transformer_2l,0.03,boundary,889,93.5659760087241,72.1875,0.04541891300095572,1.518136832601158e-05,20.242892742156982,PASS
143,tier_1_primary_change_point,primary,hbar,transformer_2l,0.03,boundary,931,96.03960396039604,74.6875,0.12290577056193462,6.748222222086042e-05,20.248961687088013,PASS
144,tier_1_primary_change_point,primary,hbar,transformer_2l,0.03,boundary,973,93.8121546961326,74.765625,0.08900204282628466,5.5202774092322215e-05,19.881877660751343,PASS
145,tier_1_primary_change_point,primary,hbar,transformer_2l,0.03,boundary,1015,94.71316085489315,71.328125,0.05330292739467191,1.099819019145798e-05,19.981420516967773,PASS
146,tier_1_primary_change_point,primary,hbar,transformer_2l,0.03,boundary,1057,95.85666293393056,74.296875,0.011030746872324318,2.7840340408147313e-05,19.58242154121399,PASS
147,tier_1_primary_change_point,primary,hbar,transformer_2l,0.03,boundary,1099,92.04419889502763,62.03125000000001,0.0019220780452281112,4.39342184108682e-05,20.17489790916443,PASS
148,tier_1_primary_change_point,primary,hbar,transformer_2l,0.03,boundary,1141,91.23196448390676,72.5,0.06940534232852527,5.999572749715298e-06,20.4261736869812,PASS
149,tier_1_primary_change_point,primary,hbar,transformer_2l,0.03,boundary,1183,92.89678135405104,68.28125,0.049863626018485596,1.5320021702791564e-05,20.424651861190796,PASS
150,tier_1_primary_change_point,primary,hbar,transformer_2l,0.03,boundary,1225,94.6725860155383,90.859375,0.1006148117338762,4.959184298058972e-05,20.55237340927124,PASS
151,tier_1_primary_change_point,primary,hbar,transformer_2l,0.5,supercritical,7,90.2330743618202,92.96875,0.05171064543163847,6.401103019015864e-05,20.57633662223816,PASS
152,tier_1_primary_change_point,primary,hbar,transformer_2l,0.5,supercritical,49,92.1612541993281,87.5,0.026714555147345793,2.8143385861767456e-05,20.339542627334595,PASS
153,tier_1_primary_change_point,primary,hbar,transformer_2l,0.5,supercritical,91,96.14961496149616,76.25,0.04277374926490065,4.757427450385876e-05,20.187934398651123,PASS
154,tier_1_primary_change_point,primary,hbar,transformer_2l,0.5,supercritical,133,91.2707182320442,95.390625,0.016060678465005678,2.2971045837039128e-05,20.41376543045044,PASS
155,tier_1_primary_change_point,primary,hbar,transformer_2l,0.5,supercritical,175,96.24309392265194,88.046875,0.04052200281853977,6.477200804511085e-05,20.18233060836792,PASS
156,tier_1_primary_change_point,primary,hbar,transformer_2l,0.5,supercritical,217,95.95050618672666,70.78125,0.04379133545229283,2.0532470443868078e-05,20.438267469406128,PASS
157,tier_1_primary_change_point,primary,hbar,transformer_2l,0.5,supercritical,259,95.92959295929593,82.03125,0.047795720735288705,0.0,20.72681427001953,PASS
158,tier_1_primary_change_point,primary,hbar,transformer_2l,0.5,supercritical,301,94.7603121516165,76.25,-0.06907340405690333,1.3482715075952001e-05,21.700288772583008,PASS
159,tier_1_primary_change_point,primary,hbar,transformer_2l,0.5,supercritical,343,93.5659760087241,76.484375,0.005926264305417798,4.7130866732914e-05,23.068395853042603,PASS
160,tier_1_primary_change_point,primary,hbar,transformer_2l,0.5,supercritical,385,93.83938393839384,80.0,0.06744408997710215,6.196389585966244e-05,22.9284987449646,PASS
161,tier_1_primary_change_point,primary,hbar,transformer_2l,0.5,supercritical,427,95.63794983642312,70.703125,0.05859546497486881,0.0,22.90842294692993,PASS
162,tier_1_primary_change_point,primary,hbar,transformer_2l,0.5,supercritical,469,94.31438127090301,65.546875,0.11572378977671587,4.354256816441193e-06,22.838504552841187,PASS
163,tier_1_primary_change_point,primary,hbar,transformer_2l,0.5,supercritical,511,92.7710843373494,76.25,0.10655069547233216,2.5845816708169878e-05,23.13051438331604,PASS
164,tier_1_primary_change_point,primary,hbar,transformer_2l,0.5,supercritical,553,95.67147613762486,70.390625,0.06934118671670046,3.683062823256478e-05,23.07559299468994,PASS
165,tier_1_primary_change_point,primary,hbar,transformer_2l,0.5,supercritical,595,96.353591160221,86.171875,0.05709202766039557,4.146603532717563e-05,22.994322538375854,PASS
166,tier_1_primary_change_point,primary,hbar,transformer_2l,0.5,supercritical,637,95.07278835386337,75.46875,0.028302019098787354,1.7578789993422106e-05,23.114062070846558,PASS
167,tier_1_primary_change_point,primary,hbar,transformer_2l,0.5,supercritical,679,93.08807134894091,76.640625,0.06640287533702376,7.767077477183193e-06,22.804426193237305,PASS
168,tier_1_primary_change_point,primary,hbar,transformer_2l,0.5,supercritical,721,95.96864501679731,90.46875,-0.007624017312478827,0.0,22.707778692245483,PASS
169,tier_1_primary_change_point,primary,hbar,transformer_2l,0.5,supercritical,763,93.92575928008999,87.265625,0.016887639885809845,2.7437825337983668e-05,22.634429931640625,PASS
170,tier_1_primary_change_point,primary,hbar,transformer_2l,0.5,supercritical,805,95.50930996714129,76.25,0.05745861254110198,6.928118637006264e-06,22.56782078742981,PASS
171,tier_1_primary_change_point,primary,hbar,transformer_2l,0.5,supercritical,847,91.63916391639164,70.625,-0.032756931112334305,0.0,21.83064341545105,PASS
172,tier_1_primary_change_point,primary,hbar,transformer_2l,0.5,supercritical,889,95.85605234460196,76.25,0.08598349457314919,4.656426244764589e-05,21.6677827835083,PASS
173,tier_1_primary_change_point,primary,hbar,transformer_2l,0.5,supercritical,931,94.71947194719472,74.453125,0.04088177023369061,5.389304715208709e-05,21.758068323135376,PASS
174,tier_1_primary_change_point,primary,hbar,transformer_2l,0.5,supercritical,973,93.37016574585635,75.46875,0.06346593968384141,5.4606356570729986e-05,21.839502334594727,PASS
175,tier_1_primary_change_point,primary,hbar,transformer_2l,0.5,supercritical,1015,92.91338582677166,76.09375,0.017089924202134194,6.492578540928662e-05,22.67774724960327,PASS
176,tier_1_primary_change_point,primary,hbar,transformer_2l,0.5,supercritical,1057,93.28107502799551,86.953125,0.04330392227808724,1.4739903235749807e-05,22.748512506484985,PASS
177,tier_1_primary_change_point,primary,hbar,transformer_2l,0.5,supercritical,1099,91.71270718232044,74.375,0.030973522708672086,0.0,22.814792156219482,PASS
178,tier_1_primary_change_point,primary,hbar,transformer_2l,0.5,supercritical,1141,91.89789123196448,87.265625,0.006505767582644205,1.7791648133425042e-05,22.840192079544067,PASS
179,tier_1_primary_change_point,primary,hbar,transformer_2l,0.5,supercritical,1183,94.33962264150944,61.875,0.06268454305424237,8.31134821055457e-06,22.91808843612671,PASS
180,tier_1_primary_change_point,primary,hbar,transformer_2l,0.5,supercritical,1225,94.6725860155383,74.765625,0.049572401543121786,2.041211882897187e-05,22.8791823387146,PASS
181,tier_1_primary_change_point,primary,scan_jump,transformer_2l,0.0,subcritical,7,95.67147613762486,66.640625,0.9999999805386363,7.7762124419678e-06,12.896510601043701,PASS
182,tier_1_primary_change_point,primary,scan_jump,transformer_2l,0.0,subcritical,49,90.70548712206048,67.65625,0.999999995813699,0.0,12.832545042037964,PASS
183,tier_1_primary_change_point,primary,scan_jump,transformer_2l,0.0,subcritical,91,92.73927392739274,60.15625,1.0000000128558977,2.3326034352066927e-05,12.854968309402466,PASS
184,tier_1_primary_change_point,primary,scan_jump,transformer_2l,0.0,subcritical,133,95.58011049723757,69.296875,1.000000042677378,2.8604565159184858e-05,12.70677137374878,PASS
185,tier_1_primary_change_point,primary,scan_jump,transformer_2l,0.0,subcritical,175,94.14364640883977,60.0,1.0000000020511943,2.152258275600616e-06,12.387688875198364,PASS
186,tier_1_primary_change_point,primary,scan_jump,transformer_2l,0.0,subcritical,217,92.1259842519685,60.703125,1.0000000461306187,8.69411542225862e-06,12.515535116195679,PASS
187,tier_1_primary_change_point,primary,scan_jump,transformer_2l,0.0,subcritical,259,92.4092409240924,62.96874999999999,1.0000000257796404,2.6424236239108723e-06,12.273650407791138,PASS
188,tier_1_primary_change_point,primary,scan_jump,transformer_2l,0.0,subcritical,301,92.86510590858417,74.296875,1.0000000264730855,2.218419649580028e-05,12.270431518554688,PASS
189,tier_1_primary_change_point,primary,scan_jump,transformer_2l,0.0,subcritical,343,92.80261723009815,60.0,1.000000001395274,1.0007029231928755e-05,12.264087200164795,PASS
190,tier_1_primary_change_point,primary,scan_jump,transformer_2l,0.0,subcritical,385,93.28932893289328,60.546875,1.0000000431591851,1.410097502230201e-05,12.267747402191162,PASS
191,tier_1_primary_change_point,primary,scan_jump,transformer_2l,0.0,subcritical,427,94.32933478735005,66.484375,1.0000000245634444,9.479245636612177e-05,12.299149513244629,PASS
192,tier_1_primary_change_point,primary,scan_jump,transformer_2l,0.0,subcritical,469,92.53065774804905,62.03125000000001,1.00000003328638,4.578248262987472e-05,12.23032808303833,PASS
193,tier_1_primary_change_point,primary,scan_jump,transformer_2l,0.0,subcritical,511,92.66155531215772,60.0,0.9999999896904413,1.3220892469689716e-05,11.936125040054321,PASS
194,tier_1_primary_change_point,primary,scan_jump,transformer_2l,0.0,subcritical,553,96.78135405105438,61.328125,1.000000002923464,3.068929800065234e-05,11.891664981842041,PASS
195,tier_1_primary_change_point,primary,scan_jump,transformer_2l,0.0,subcritical,595,92.59668508287294,72.265625,0.9999999922904804,4.106992855668068e-05,11.602305889129639,PASS
196,tier_1_primary_change_point,primary,scan_jump,transformer_2l,0.0,subcritical,637,95.40873460246361,58.51562500000001,0.9999999816918579,1.785068161552772e-05,11.57155728340149,PASS
197,tier_1_primary_change_point,primary,scan_jump,transformer_2l,0.0,subcritical,679,91.5273132664437,60.15625,0.9999999850544697,6.81692617945373e-05,11.546071529388428,PASS
198,tier_1_primary_change_point,primary,scan_jump,transformer_2l,0.0,subcritical,721,94.40089585666294,71.640625,0.9999999838807417,4.018727850052528e-05,11.419003009796143,PASS
