study_id,id,title,year,overall,peer_reviewed,code_available,n_seeds_value,task_primary,benchmark_family,arch_family,model_scale_category,train_regime_sigma,baseline_regime,id_acc_mean,ood_acc_mean,id_acc_sd,ood_acc_sd,id_ood_gap,lor,cohens_d,gap_se,outlier,interventional,schema_coherence_measured,repr_analysis,relevance_sigma_trap,relevance_alignment,S0,S1_not_high,S2_low_only,S3_peer_reviewed,S4_code,S5_seeds_ge3
S090,P02_0623,Recursive Decoding: A Situated Cognition Approach to Compositional Generation in Grounded Language Understanding,2022,HIGH,FALSE,,3,gSCAN,gSCAN,other,unspecified,not_applicable,,0.9922,0.8442,0.0016,0.0324,0.148,0.0,6.452125421676745,0.21545728114872334,False,False,FALSE,attention_patterns,4,1,True,False,False,False,False,True
S091,P02_0624,Compositional Generalization without Trees using Multiset Tagging and Latent Permutations,2023,HIGH,FALSE,TRUE,5,COGS,COGS,transformer,small,not_applicable,,0.7665,0.4139,0.0167,0.1347,0.3526,1.5365186459306135,3.6738156975020813,0.0607009,False,False,FALSE,none,4,1,True,False,False,False,True,True
S092,P02_0625,Compositional Generalization via Neural-Symbolic Stack Machines,2020,HIGH,TRUE,FALSE,5,SCAN,SCAN,neurosymbolic,unspecified,not_applicable,,,1.0,,,,,,,False,False,FALSE,none,4,1,True,False,False,True,False,True
S093,P02_0626,Compositional Generalization for Primitive Substitutions,2019,HIGH,FALSE,TRUE,,SCAN,SCAN,other,unspecified,not_applicable,,,0.988,,0.014,,,,,False,False,FALSE,attention_patterns,4,1,True,False,False,False,True,False
S094,P02_0627,Uncontrolled Lexical Exposure Leads to Overestimation of Compositional Generalization in Pretrained Models,2022,HIGH,FALSE,FALSE,5,COGS,COGS,transformer,unspecified,not_applicable,standard_Adam,0.998,0.323,,0.06,0.675,2.937243527025838,,0.21007950875799383,False,False,FALSE,none,4,2,True,False,False,False,False,True
S095,P02_0628,A Neuroscience-Inspired Dual-Process Model of Compositional Generalization,2025,HIGH,FALSE,TRUE,4,SCAN,SCAN,neurosymbolic,unspecified,not_applicable,standard_Adam,0.995,0.9935,0.003,0.0041,0.0015,0.0,0.4175536213874949,0.00254018,False,False,FALSE,none,5,2,True,False,False,False,True,True
S096,P02_0629,Compositional generalization in a deep seq2seq model by separating syntax and semantics,2019,HIGH,FALSE,FALSE,5,SCAN,SCAN,rnn_family,unspecified,not_applicable,,,1,,0.0001,,,,,False,False,FALSE,attention_patterns,4,1,True,False,False,False,False,True
S097,P02_0630,Compositional Generalization and Decomposition in Neural Program Synthesis,2022,HIGH,TRUE,FALSE,3,SCAN,SCAN,transformer,unspecified,not_applicable,,,,,,,,,,False,False,FALSE,none,4,2,True,False,False,True,False,True
S098,P02_0631,Learning to Recombine and Resample Data for Compositional Generalization,2020,HIGH,TRUE,FALSE,,SCAN,SCAN,rnn_family,unspecified,not_applicable,,,0.203,,0.035,,,,,False,False,FALSE,none,4,1,True,False,False,True,False,False
S099,P02_0632,Can Transformers Jump Around Right in Natural Language? Assessing Performance Transfer from SCAN,2021,HIGH,FALSE,FALSE,,SCAN,SCAN,transformer,unspecified,not_applicable,,,0.73,,0.01,,,,,False,False,FALSE,attention_patterns,4,1,True,False,False,False,False,False
S100,P02_0633,Learning to Generalize Compositionally by Transferring Across Semantic Parsing Tasks,2021,HIGH,FALSE,,,GeoQuery,GeoQuery,transformer,unspecified,not_applicable,,,0.578,,,,,,,False,False,FALSE,none,4,1,True,False,False,False,False,False
S101,P02_0634,Compositional generalization in semantic parsing with pretrained transformers,2021,HIGH,FALSE,FALSE,,SCAN,SCAN,transformer,small,not_applicable,,,0.65,,,,,,,False,False,FALSE,none,3,1,True,False,False,False,False,False
S102,P02_0635,CNNs found to jump around more skillfully than RNNs: Compositional generalization in seq2seq convolutional networks,2019,HIGH,FALSE,FALSE,5,SCAN,SCAN,cnn_family,unspecified,not_applicable,,0.9992,0.6067,,,0.3925,1.7637628218257313,,0.2188216031382642,False,False,FALSE,none,4,1,True,False,False,False,False,True
S103,P02_0636,SUBS: Subtree Substitution for Compositional Semantic Parsing,2022,HIGH,FALSE,TRUE,,GeoQuery,GeoQuery,transformer,large,not_applicable,,,0.88,,,,,,,False,False,FALSE,none,4,1,True,False,False,False,True,False
S104,P02_0637,On graph-based reentrancy-free semantic parsing,2023,HIGH,TRUE,TRUE,,GeoQuery,GeoQuery,neurosymbolic,unspecified,not_applicable,,1.0,0.749,,,0.251,,,,False,False,FALSE,none,4,1,True,False,False,True,True,False
S105,P02_0638,LAGr: Labeling Aligned Graphs for Improving Systematic Generalization in Semantic Parsing,2021,HIGH,FALSE,FALSE,10,CFQ,CFQ,transformer,unspecified,not_applicable,,0.997,0.395,0.0,0.032,0.602,3.370781672296159,26.60489264214385,0.15555256346328722,False,False,FALSE,none,4,1,True,False,False,False,False,True
S106,P02_0639,ReCOGS: How Incidental Details of a Logical Form Overshadow an Evaluation of Semantic Interpretation,2023,HIGH,FALSE,TRUE,20,COGS,COGS,transformer,small,not_applicable,,,0.834,,,,,,,False,False,FALSE,none,4,2,True,False,False,False,True,True
S107,P02_0640,ReaSCAN: Compositional Reasoning in Language Grounding,2021,HIGH,TRUE,,,gSCAN,gSCAN,gnn,unspecified,not_applicable,,,,,,,,,,False,False,FALSE,none,4,1,True,False,False,True,False,False
S108,P02_0642,Compositional Semantic Parsing with Large Language Models,2022,HIGH,FALSE,,,CFQ,CFQ,transformer,large,not_applicable,,,,,,,,,,False,False,FALSE,none,4,2,True,False,False,False,False,False
S109,P02_0643,A Benchmark for Systematic Generalization in Grounded Language Understanding,2020,HIGH,TRUE,TRUE,3,gSCAN,gSCAN,rnn_family,unspecified,not_applicable,standard_Adam,0.9769,0.3502,0.0022,0.0235,0.6267,2.227598115817349,37.5501789606094,0.0136271,False,False,FALSE,attention_patterns,3,1,True,False,False,True,True,True
S110,P02_0647,Compositional generalization through meta sequence-to-sequence learning,2019,HIGH,TRUE,,5,SCAN,SCAN,rnn_family,unspecified,not_applicable,,,0.9871,,0.0149,,,,,False,False,FALSE,none,4,1,True,False,False,True,False,True
S111,P02_0648,Inducing Transformer's Compositional Generalization Ability via Auxiliary Sequence Prediction Tasks,2021,HIGH,FALSE,TRUE,5,SCAN,SCAN,transformer,unspecified,not_applicable,,,,,,,,,,False,False,FALSE,other,4,1,True,False,False,False,True,True
S112,P02_0649,Laziness Is a Virtue When It Comes to Compositionality in Neural Semantic Parsing,2023,HIGH,FALSE,,,CFQ,CFQ,transformer,unspecified,not_applicable,,,0.887,,,,,,,False,False,FALSE,none,4,1,True,False,False,False,False,False
S113,P02_0651,Early-Warning Signals of Grokking via Loss-Landscape Geometry,2026,HIGH,FALSE,FALSE,3,SCAN,SCAN,transformer,unspecified,not_applicable,other,,,,,,,,,False,False,FALSE,PCA,3,2,True,False,False,False,False,True
S114,P02_0654,A Compositional Framework for Open-ended Intelligence,2026,HIGH,FALSE,FALSE,,,custom,,,not_applicable,,,,,,,,,,False,False,FALSE,none,4,2,True,False,False,False,False,False
S115,P02_0657,Sequence-Level Mixed Sample Data Augmentation,2020,HIGH,FALSE,,,SCAN,SCAN,rnn_family,small,not_applicable,,,,,,,,,,False,False,FALSE,none,4,1,True,False,False,False,False,False
S116,P02_0667,Does Data Scaling Lead to Visual Compositional Generalization?,2025,HIGH,FALSE,TRUE,,custom,custom,cnn_family,medium,not_applicable,,0.997,0.951,,,0.046,2.327611060289729,,0.02226881227187477,False,False,TRUE,probing,5,1,True,False,False,False,True,False
S117,P02_0668,Towards Robust Out-of-Distribution Generalization Bounds via Sharpness,2024,HIGH,TRUE,,60,WILDS,custom,mlp,unspecified,not_applicable,,,,,,,,,,False,False,FALSE,none,4,1,True,False,False,True,False,True
S118,P02_0669,Aggregation Hides Out-of-Distribution Generalization Failures from Spurious Correlations,2025,HIGH,FALSE,TRUE,,custom,custom,,unspecified,not_applicable,,,,,,,,,,False,False,FALSE,none,4,2,True,False,False,False,True,False
S119,P02_0673,Learning to Think in Physics: Breaking Shortcut Learning in Scientific Diffusion via Representation Alignment,2026,UNCLEAR,FALSE,TRUE,3,custom,custom,diffusion,unspecified,not_applicable,,,,,,,,,,False,False,TRUE,probing,3,1,True,True,False,False,True,True
S120,P02_0678,"Sharp analysis of out-of-distribution error for ""importance-weighted"" estimators in the overparameterized regime",2024,HIGH,FALSE,,10,custom,custom,other,unspecified,not_applicable,,,,,,,,,,False,False,FALSE,none,3,1,True,False,False,False,False,True
S121,P02_0679,Principled Out-of-Distribution Generalization via Simplicity,2025,HIGH,FALSE,FALSE,10,custom,custom,diffusion,unspecified,not_applicable,,,,,,,,,,False,False,FALSE,none,3,2,True,False,False,False,False,True
S122,P02_0688,Using Interventions to Improve Out-of-Distribution Generalization of Text-Matching Recommendation Systems,2022,HIGH,FALSE,,3,custom,custom,transformer,unspecified,not_applicable,,0.7124,0.7889,0.0062,0.0059,-0.0765,-0.4112386896781541,-12.640743487012026,0.00494132,False,False,FALSE,other,3,2,True,False,False,False,False,True
S123,P02_0689,Correct-N-Contrast: A Contrastive Approach for Improving Robustness to Spurious Correlations,2022,HIGH,FALSE,FALSE,,Waterbirds,Waterbirds,,unspecified,not_applicable,,0.909,0.885,0.001,0.003,0.024,0.2608300710159496,10.733126291999,0.0429527647538549,False,False,TRUE,other,3,2,True,False,False,False,False,False
S124,P02_0690,CausPref: Causal Preference Learning for Out-of-Distribution Recommendation,2022,HIGH,TRUE,TRUE,10,custom,custom,mlp,unspecified,not_applicable,,,,,,,,,,False,False,FALSE,none,3,1,True,False,False,True,True,True
S125,P02_0692,Fishr: Invariant Gradient Variances for Out-of-Distribution Generalization,2021,HIGH,TRUE,TRUE,,ColoredMNIST,ColoredMNIST,mlp,small,not_applicable,standard_Adam,0.97,0.953,0.002,0.004,0.017,0.4666313878911297,5.3758720222862495,0.027182899035974817,False,False,FALSE,other,3,2,True,False,False,True,True,False
S126,P02_0693,Early Period of Training Impacts Adaptation for Out-of-Distribution Generalization: An Empirical Study,2024,HIGH,FALSE,FALSE,6,CIFAR10,CIFAR10,cnn_family,medium,not_applicable,,0.9302,0.7356,0.001,0.0045,0.1946,1.374671888045735,59.700554731879315,0.00188193,False,False,FALSE,none,3,1,True,False,False,False,False,True
S127,P02_0698,Invariance Principle Meets Information Bottleneck for Out-of-Distribution Generalization,2021,HIGH,TRUE,,4,ColoredMNIST,ColoredMNIST,,unspecified,not_applicable,other,,0.719,,0.0078,,,,,False,False,FALSE,none,3,2,True,False,False,True,False,True
S128,P02_0700,What Matters to You? Towards Visual Representation Alignment for Robot Learning,2023,HIGH,FALSE,,,custom,custom,,unspecified,not_applicable,,,,,,,,,,False,False,FALSE,other,3,4,True,False,False,False,False,False
S129,P02_0702,Benign Overfitting in Out-of-Distribution Generalization of Linear Models,2024,HIGH,FALSE,,,,custom,other,unspecified,not_applicable,,,,,,,,,,False,False,FALSE,none,3,1,True,False,False,False,False,False
S130,P02_0703,Can Agents Run Relay Race with Strangers? Generalization of RL to Out-of-Distribution Trajectories,2023,HIGH,TRUE,TRUE,,custom,custom,mlp,unspecified,not_applicable,,0.961,0.184,,,0.777,4.693891360195766,,0.04331547067734576,False,False,FALSE,none,3,2,True,False,False,True,True,False
S131,P02_0705,Diagnosing Generalization Failures from Representational Geometry Markers,2026,HIGH,TRUE,TRUE,,ImageNet,custom,other,unspecified,not_applicable,,,,,,,,,,False,False,TRUE,other,4,2,True,False,False,True,True,False
S132,P02_0708,Making Foresight Actionable: Repurposing Representation Alignment in World Action Models,2026,HIGH,FALSE,,,custom,custom,diffusion,unspecified,not_applicable,,0.8,,,,,,,,False,False,FALSE,attention_patterns,4,3,True,False,False,False,False,False
S133,P02_0712,Low-rank Orthogonal Subspace Intervention for Generalizable Face Forgery Detection,2026,HIGH,FALSE,FALSE,,custom,custom,vit,small,not_applicable,other,0.999,0.94,,,0.059,2.5417695116825434,,0.023958088404545143,False,False,FALSE,PCA,3,2,True,False,False,False,False,False
S134,P02_0717,Incorporating Surrogate Gradient Norm to Improve Offline Optimization Techniques,2025,HIGH,TRUE,TRUE,,custom,custom,,unspecified,not_applicable,,,,,,,,,,False,False,FALSE,none,3,1,True,False,False,True,True,False
S135,P02_0719,Temporal Representation Alignment: Successor Features Enable Emergent Compositionality in Robot Instruction Following,2025,HIGH,FALSE,,10,custom,custom,cnn_family,unspecified,not_applicable,,,,,,,,,,False,False,FALSE,other,4,2,True,False,False,False,False,True
S136,P02_0738,DSL: Understanding and Improving Softmax Recommender Systems with Competition-Aware Scaling,2026,HIGH,FALSE,FALSE,,custom,custom,gnn,unspecified,not_applicable,,,,,,,,,,False,False,FALSE,none,2,1,True,False,False,False,False,False
S137,P02_0740,VLA^2: Empowering Vision-Language-Action Models with an Agentic Framework for Unseen Concept Manipulation,2025,HIGH,FALSE,,,custom,custom,transformer,unspecified,not_applicable,other,0.801,0.762,,,0.039,0.22888024032869553,,0.05837422376357564,False,False,FALSE,none,3,2,True,False,False,False,False,False
S138,P02_0741,Navigating High Dimensional Concept Space with Metalearning,2025,HIGH,TRUE,,5,custom,custom,,unspecified,not_applicable,standard_SGD,,,,,,,,,False,False,FALSE,none,4,1,True,False,False,True,False,True
S139,P02_0753,Evaluating Reward Model Generalization via Pairwise Maximum Discrepancy Competitions,2026,HIGH,FALSE,,5,custom,custom,transformer,large,not_applicable,other,0.599,,,,,,,,False,False,FALSE,none,3,4,True,False,False,False,False,True
S140,P02_0757,FedSoup: Improving Generalization and Personalization in Federated Learning via Selective Model Interpolation,2023,HIGH,FALSE,TRUE,,Camelyon17,Camelyon17,cnn_family,unspecified,not_applicable,,0.892,0.8644,0.0053,0.0112,0.0276,0.2590086563293547,3.15012258882526,0.04621132328769649,False,False,FALSE,none,3,2,True,False,False,False,True,False
S141,P02_0768,Neural Language of Thought Models,2024,HIGH,FALSE,FALSE,,custom,custom,other,small,not_applicable,standard_Adam,,,,,,,,,False,False,FALSE,clustering,3,1,True,False,False,False,False,False
S142,P02_0769,GA-Field: Geometry-Aware Vehicle Aerodynamic Field Prediction,2026,HIGH,FALSE,,,custom,custom,transformer,unspecified,not_applicable,,,0.7004,,,,,,,False,False,FALSE,none,3,1,True,False,False,False,False,False
S143,P02_0773,Robust OOD Graph Learning via Mean Constraints and Noise Reduction,2025,HIGH,FALSE,TRUE,5,custom,custom,gnn,unspecified,not_applicable,,,0.593,,0.008,,,,,False,False,FALSE,none,2,1,True,False,False,False,True,True
S144,P02_0783,Improving Latent Generalization Using Test-time Compute,2026,HIGH,FALSE,FALSE,,custom,custom,transformer,unspecified,not_applicable,,,,,,,,,,False,False,FALSE,none,4,1,True,False,False,False,False,False
S145,P02_0789,Frequency Bias and OOD Generalization in Neural Operators under a Variable-Coefficient Wave Equation,2026,HIGH,FALSE,,,custom,custom,other,small,not_applicable,standard_Adam,0.198913,1.356445,,,-1.15753,,,,True,False,FALSE,other,3,1,True,False,False,False,False,False
S146,P02_0791,SynthDocBench: Controlled Benchmark for Long-Context Visual Document Understanding,2026,HIGH,TRUE,TRUE,,custom,custom,transformer,large,not_applicable,,,,,,,,,,False,False,FALSE,none,3,1,True,False,False,True,True,False
S147,P02_0795,TerraIncognita: A Dynamic Benchmark for Species Discovery Using Frontier Models,2025,HIGH,FALSE,,,custom,custom,transformer,unspecified,not_applicable,,1.0,0.5298,,,0.4702,,,,False,False,FALSE,none,3,3,True,False,False,False,False,False
S148,P02_0797,Predictable GRPO: A Closed-Form Model of Training Dynamics,2026,HIGH,FALSE,,,custom,custom,transformer,unspecified,not_applicable,,,,,,,,,,False,False,FALSE,none,2,3,True,False,False,False,False,False
S149,P02_0798,Can Large Reasoning Models do Analogical Reasoning under Perceptual Uncertainty?,2025,HIGH,FALSE,TRUE,,custom,custom,transformer,unspecified,not_applicable,other,0.866,0.17,,,0.696,3.4516723723519056,,0.05070936797081975,False,False,FALSE,none,4,2,True,False,False,False,True,False
S150,P02_0810,Compositional Generalization via Semantic Tagging,2020,HIGH,FALSE,TRUE,5,GeoQuery,GeoQuery,rnn_family,unspecified,not_applicable,,,0.521,,,,,,,False,False,FALSE,none,4,1,True,False,False,False,True,True
S151,P02_0811,Systematic Generalization with Edge Transformers,2021,HIGH,TRUE,TRUE,5,CFQ,CFQ,transformer,unspecified,not_applicable,standard_Adam,0.9908,0.2469,0.001,0.0127,0.7439,3.3124392020923916,82.58167291064605,0.00569719,False,False,FALSE,none,4,1,True,False,False,True,True,True
S152,P02_0812,Compositional Generalization from First Principles,2023,HIGH,FALSE,TRUE,5,custom,custom,cnn_family,unspecified,not_applicable,,,,,,,,,,False,False,FALSE,none,4,2,True,False,False,False,True,True
S153,P02_0813,Improving Compositional Generalization in Semantic Parsing,2020,HIGH,FALSE,FALSE,5,GeoQuery,GeoQuery,rnn_family,unspecified,not_applicable,standard_Adam,0.722,0.512,,,0.21,0.9063948060158284,,0.30019060611551457,False,False,FALSE,none,5,1,True,False,False,False,False,True
S154,P02_0814,A Survey on Compositional Generalization in Applications,2023,HIGH,FALSE,FALSE,,,custom,,,not_applicable,,,,,,,,,,False,False,FALSE,none,5,2,True,False,False,False,False,False
S155,P02_0815,Composition-Incremental Learning for Compositional Generalization,2025,HIGH,TRUE,,,custom,custom,vit,large,not_applicable,,0.2081,0.2754,,,-0.0673,-0.36902119565035557,,0.06036134773180599,False,False,FALSE,none,4,1,True,False,False,True,False,False
S156,P02_0816,Toward Compositional Generalization in Object-Oriented World Modeling,2022,HIGH,TRUE,,,custom,custom,gnn,unspecified,not_applicable,,,,,,,,,,False,False,FALSE,none,4,2,True,False,False,True,False,False
S157,P02_0817,On Evaluating Multilingual Compositional Generalization with Translated Datasets,2023,HIGH,FALSE,TRUE,,custom,custom,transformer,unspecified,not_applicable,,,0.366,,0.078,,,,,False,False,FALSE,other,4,2,True,False,False,False,True,False
S158,P02_0818,Learning Algebraic Recombination for Compositional Generalization,2021,HIGH,FALSE,TRUE,5,CFQ,CFQ,neurosymbolic,unspecified,not_applicable,,,0.909,,,,,,,False,False,FALSE,none,4,1,True,False,False,False,True,True
S159,P02_0819,Scalable Evaluation and Neural Models for Compositional Generalization,2025,HIGH,TRUE,TRUE,2,custom,custom,cnn_family,unspecified,not_applicable,,,,,,,,,,False,False,FALSE,none,4,2,True,False,False,True,True,False
S160,P02_0820,Improving Compositional Generalization in Math Word Problem Solving,2022,HIGH,FALSE,TRUE,,custom,custom,other,unspecified,not_applicable,,,,,,,,,,False,False,FALSE,none,4,1,True,False,False,False,True,False
S161,P02_0821,Improving Compositional Generalization in Classification Tasks via Structure Annotations,2021,HIGH,FALSE,TRUE,,CFQ,CFQ,transformer,small,not_applicable,standard_Adam,0.9867,0.9249,,,0.0618,1.7957369418452884,,0.028737275444968673,False,False,FALSE,none,4,2,True,False,False,False,True,False
S162,P02_0822,Compositional Generalization with Tree Stack Memory Units,2019,HIGH,FALSE,,,custom,custom,neurosymbolic,unspecified,not_applicable,,0.9352,0.7957,0.0028,0.0016,0.1395,1.3098220782397176,61.174796846665316,0.04724007514811974,False,False,FALSE,other,4,1,True,False,False,False,False,False
S163,P02_0823,Reinforcement Learning for Compositional Generalization with Outcome-Level Optimization,2026,HIGH,FALSE,FALSE,,SCAN,SCAN,,unspecified,not_applicable,,,0.8328,,,,,,,False,False,FALSE,none,4,2,True,False,False,False,False,False
S164,P02_0824,Provable Compositional Generalization for Object-Centric Learning,2023,HIGH,FALSE,TRUE,,custom,custom,other,unspecified,not_applicable,,,,,,,,,,False,False,FALSE,none,4,1,True,False,False,False,True,False
S165,P02_0825,A General Theory for Compositional Generalization,2024,HIGH,FALSE,FALSE,,,custom,,unspecified,,,,,,,,,,,False,False,FALSE,none,4,1,True,False,False,False,False,False
S166,P02_0826,Disentangled Sequence to Sequence Learning for Compositional Generalization,2021,UNCLEAR,FALSE,TRUE,,COGS,COGS,transformer,unspecified,not_applicable,,,,,,,,,,False,False,TRUE,other,4,1,True,True,False,False,True,False
S167,P02_0827,"Concepts, Properties and an Approach for Compositional Generalization",2021,HIGH,FALSE,FALSE,,,custom,,unspecified,not_applicable,,,,,,,,,,False,False,FALSE,none,4,2,True,False,False,False,False,False
S168,P02_0828,Consistency of Compositional Generalization across Multiple Levels,2024,HIGH,TRUE,TRUE,,custom,custom,mlp,unspecified,not_applicable,,0.7051,0.7423,,,-0.0372,-0.18625403556141754,,0.06318423062758619,False,False,FALSE,none,4,1,True,False,False,True,True,False
S169,P02_0829,On Provable Length and Compositional Generalization,2024,HIGH,FALSE,FALSE,,other,custom,transformer,unspecified,not_applicable,,,,,,,,,,False,False,FALSE,none,4,2,True,False,False,False,False,False
S170,P02_0830,On Compositional Generalization of Neural Machine Translation,2021,HIGH,FALSE,,,custom,custom,transformer,small,not_applicable,standard_Adam,0.6958,0.4866,,,0.2092,0.8809897209802671,,0.06793252534684693,False,False,FALSE,none,4,1,True,False,False,False,False,False
S171,P02_0831,DiNeR: a Large Realistic Dataset for Evaluating Compositional Generalization,2024,HIGH,FALSE,TRUE,,custom,custom,transformer,small,not_applicable,standard_Adam,0.844,0.592,,,0.252,1.316057026866576,,0.061090097397205056,False,False,FALSE,none,4,2,True,False,False,False,True,False
S172,P02_0832,The Mystery of Compositional Generalization in Graph-based Generative Commonsense Reasoning,2024,HIGH,FALSE,TRUE,,custom,custom,transformer,unspecified,not_applicable,,,,,,,,,,False,False,FALSE,none,4,2,True,False,False,False,True,False
S173,P02_0833,Simple and effective data augmentation for compositional generalization,2024,HIGH,FALSE,FALSE,,COGS,COGS,transformer,unspecified,not_applicable,,,0.993,,0.004,,,,,False,False,FALSE,none,4,1,True,False,False,False,False,False
S174,P02_0834,Unobserved Local Structures Make Compositional Generalization Hard,2022,HIGH,FALSE,FALSE,,custom,custom,transformer,unspecified,not_applicable,,,0.197,,0.346,,,,,False,False,FALSE,none,4,1,True,False,False,False,False,False
S175,P02_0836,"Compositional Generalization Requires Linear, Orthogonal Representations in Vision Embedding Models",2026,HIGH,FALSE,TRUE,3,custom,custom,vit,unspecified,,,,,,,,,,,False,False,TRUE,other,4,2,True,False,False,False,True,True
S176,P02_0837,When and How Does CLIP Enable Domain and Compositional Generalization?,2025,HIGH,FALSE,,3,DomainNet,custom,cnn_family,unspecified,not_applicable,,,,,,,,,,False,False,,other,4,1,True,False,False,False,False,True
S177,P02_0838,When does compositional structure yield compositional generalization? A kernel theory,2024,HIGH,TRUE,FALSE,,custom,custom,other,unspecified,not_applicable,,,,,,,,,,False,False,TRUE,other,4,2,True,False,False,True,False,False
S178,P02_0839,Syntax-Guided Transformers: Elevating Compositional Generalization and Grounding in Multimodal Environments,2023,HIGH,FALSE,FALSE,3,gSCAN,gSCAN,transformer,small,not_applicable,,,0.6049,,0.002,,,,,False,False,FALSE,attention_patterns,4,1,True,False,False,False,False,True
S179,P02_0840,Diverse Demonstrations Improve In-context Compositional Generalization,2022,HIGH,FALSE,TRUE,,GeoQuery,GeoQuery,transformer,unspecified,not_applicable,,,,,,,,,,False,False,FALSE,none,4,1,True,False,False,False,True,False
S180,P02_0841,Exploring the Compositional Generalization in Context Dependent Text-to-SQL Parsing,2023,HIGH,FALSE,,,custom,custom,other,unspecified,not_applicable,,,,,,,,,,False,False,FALSE,none,4,1,True,False,False,False,False,False
S181,P02_0842,Improving Compositional Generalization Using Iterated Learning and Simplicial Embeddings,2023,HIGH,TRUE,,5,custom,custom,gnn,small,not_applicable,other,0.8489,0.7402,0.0068,0.0078,0.1087,0.6789912087496719,14.85560559374699,0.00462774,False,False,TRUE,probing,4,1,True,False,False,True,False,True
S182,P02_0843,Towards Compositional Generalization of LLMs via Skill Taxonomy Guided Data Synthesis,2026,HIGH,FALSE,TRUE,,custom,custom,transformer,unspecified,not_applicable,,,,,,,,,,False,False,FALSE,none,4,3,True,False,False,False,True,False
S183,P02_0845,Are Object-Centric Representations Better At Compositional Generalization?,2026,HIGH,FALSE,FALSE,,custom,custom,vit,unspecified,not_applicable,,,,,,,,,,False,False,FALSE,none,4,2,True,False,False,False,False,False
S184,P02_0847,A Short Survey of Systematic Generalization,2022,HIGH,FALSE,FALSE,,,custom,,unspecified,not_applicable,,,,,,,,,,False,False,FALSE,none,3,1,True,False,False,False,False,False
S185,P02_0848,Compositional Generalization for Multi-label Text Classification: A Data-Augmentation Approach,2023,HIGH,TRUE,TRUE,,custom,custom,transformer,unspecified,,,,0.3111,,,,,,,False,False,FALSE,other,3,1,True,False,False,True,True,False
S186,P02_0849,Exploring Continual Learning of Compositional Generalization in NLI,2024,HIGH,FALSE,TRUE,,custom,custom,transformer,unspecified,not_applicable,,,,,,,,,,False,False,FALSE,clustering,4,1,True,False,False,False,True,False
S187,P02_0850,Layer-wise Representation Fusion for Compositional Generalization,2023,HIGH,TRUE,TRUE,3,CFQ,CFQ,transformer,unspecified,not_applicable,,,0.524,,,,,,,False,False,FALSE,attention_patterns,4,2,True,False,False,True,True,True
S188,P02_0851,Block-Operations: Using Modular Routing to Improve Compositional Generalization,2024,HIGH,FALSE,FALSE,,custom,custom,mlp,small,not_applicable,,,1.0,,,,,,,False,False,FALSE,attention_patterns,4,1,True,False,False,False,False,False
