id,title,year,doi,arxiv_id,url,decision,status,attempts,pdf_path
P02_0828,Consistency of Compositional Generalization across Multiple Levels,2024,,2412.13636v1,http://arxiv.org/abs/2412.13636v1,Include,retrieved-arxiv,arxiv:ok,/home/bigbasy/Documents/sigma-model/thesis/papers/02-systematic-review/research/full-text-pdfs/P02_0828_Li_2024.pdf
P02_0829,On Provable Length and Compositional Generalization,2024,,2402.04875v6,http://arxiv.org/abs/2402.04875v6,Include,retrieved-arxiv,arxiv:ok,/home/bigbasy/Documents/sigma-model/thesis/papers/02-systematic-review/research/full-text-pdfs/P02_0829_Ahuja_2024.pdf
P02_0831,DiNeR: a Large Realistic Dataset for Evaluating Compositional Generalization,2024,,2406.04669v1,http://arxiv.org/abs/2406.04669v1,Include,retrieved-arxiv,arxiv:ok,/home/bigbasy/Documents/sigma-model/thesis/papers/02-systematic-review/research/full-text-pdfs/P02_0831_Hu_2024.pdf
P02_0832,The Mystery of Compositional Generalization in Graph-based Generative Commonsense Reasoning,2024,,2410.06272v1,http://arxiv.org/abs/2410.06272v1,Include,retrieved-arxiv,arxiv:ok,/home/bigbasy/Documents/sigma-model/thesis/papers/02-systematic-review/research/full-text-pdfs/P02_0832_Fu_2024.pdf
P02_0836,"Compositional Generalization Requires Linear, Orthogonal Representations in Vision Embedding Models",2026,,2602.24264v2,http://arxiv.org/abs/2602.24264v2,Include,retrieved-arxiv,arxiv:ok,/home/bigbasy/Documents/sigma-model/thesis/papers/02-systematic-review/research/full-text-pdfs/P02_0836_Uselis_2026.pdf
P02_0838,When does compositional structure yield compositional generalization? A kernel theory,2024,,2405.16391v3,http://arxiv.org/abs/2405.16391v3,Include,retrieved-arxiv,arxiv:ok,/home/bigbasy/Documents/sigma-model/thesis/papers/02-systematic-review/research/full-text-pdfs/P02_0838_Lippl_2024.pdf
P02_0839,Syntax-Guided Transformers: Elevating Compositional Generalization and Grounding in Multimodal Environments,2023,,2311.04364v1,http://arxiv.org/abs/2311.04364v1,Include,retrieved-arxiv,arxiv:ok,/home/bigbasy/Documents/sigma-model/thesis/papers/02-systematic-review/research/full-text-pdfs/P02_0839_Kamali_2023.pdf
P02_0843,Towards Compositional Generalization of LLMs via Skill Taxonomy Guided Data Synthesis,2026,,2601.03676v1,http://arxiv.org/abs/2601.03676v1,Include,retrieved-arxiv,arxiv:ok,/home/bigbasy/Documents/sigma-model/thesis/papers/02-systematic-review/research/full-text-pdfs/P02_0843_Wei_2026.pdf
P02_0845,Are Object-Centric Representations Better At Compositional Generalization?,2026,,2602.16689v1,http://arxiv.org/abs/2602.16689v1,Include,retrieved-arxiv,arxiv:ok,/home/bigbasy/Documents/sigma-model/thesis/papers/02-systematic-review/research/full-text-pdfs/P02_0845_Kapl_2026.pdf
P02_0850,Layer-wise Representation Fusion for Compositional Generalization,2023,,2307.10799v2,http://arxiv.org/abs/2307.10799v2,Include,retrieved-arxiv,arxiv:ok,/home/bigbasy/Documents/sigma-model/thesis/papers/02-systematic-review/research/full-text-pdfs/P02_0850_Zheng_2023.pdf
P02_0851,Block-Operations: Using Modular Routing to Improve Compositional Generalization,2024,,2408.00508v1,http://arxiv.org/abs/2408.00508v1,Include,retrieved-arxiv,arxiv:ok,/home/bigbasy/Documents/sigma-model/thesis/papers/02-systematic-review/research/full-text-pdfs/P02_0851_Dietz_2024.pdf
P02_0854,The Role of Linguistic Priors in Measuring Compositional Generalization of Vision-Language Models,2023,,2310.02777v1,http://arxiv.org/abs/2310.02777v1,Include,retrieved-arxiv,arxiv:ok,/home/bigbasy/Documents/sigma-model/thesis/papers/02-systematic-review/research/full-text-pdfs/P02_0854_Wu_2023.pdf
P02_0855,Compositional Generalization and Natural Language Variation: Can a Semantic Parsing Approach Handle Both?,2020,,2010.12725v2,http://arxiv.org/abs/2010.12725v2,Include,retrieved-arxiv,arxiv:ok,/home/bigbasy/Documents/sigma-model/thesis/papers/02-systematic-review/research/full-text-pdfs/P02_0855_Shaw_2020.pdf
P02_0856,Enhancing Compositional Generalization via Compositional Feature Alignment,2024,,2402.02851v2,http://arxiv.org/abs/2402.02851v2,Include,retrieved-arxiv,arxiv:ok,/home/bigbasy/Documents/sigma-model/thesis/papers/02-systematic-review/research/full-text-pdfs/P02_0856_Wang_2024.pdf
P02_0857,Evaluating Morphological Compositional Generalization in Large Language Models,2024,,2410.12656v4,http://arxiv.org/abs/2410.12656v4,Include,retrieved-arxiv,arxiv:ok,/home/bigbasy/Documents/sigma-model/thesis/papers/02-systematic-review/research/full-text-pdfs/P02_0857_Ismayilzada_2024.pdf
P02_0858,Evaluating the Impact of Model Scale for Compositional Generalization in Semantic Parsing,2022,,2205.12253v2,http://arxiv.org/abs/2205.12253v2,Include,retrieved-arxiv,arxiv:ok,/home/bigbasy/Documents/sigma-model/thesis/papers/02-systematic-review/research/full-text-pdfs/P02_0858_Qiu_2022.pdf
P02_0859,Real-World Compositional Generalization with Disentangled Sequence-to-Sequence Learning,2022,,2212.05982v1,http://arxiv.org/abs/2212.05982v1,Include,retrieved-arxiv,arxiv:ok,/home/bigbasy/Documents/sigma-model/thesis/papers/02-systematic-review/research/full-text-pdfs/P02_0859_Zheng_2022.pdf
P02_0861,Improving Compositional Generalization with Latent Structure and Data Augmentation,2021,,2112.07610v2,http://arxiv.org/abs/2112.07610v2,Include,retrieved-arxiv,arxiv:ok,/home/bigbasy/Documents/sigma-model/thesis/papers/02-systematic-review/research/full-text-pdfs/P02_0861_Qiu_2021.pdf
P02_0863,Can LLM find the green circle? Investigation and Human-guided tool manipulation for compositional generalization,2023,,2312.07763v1,http://arxiv.org/abs/2312.07763v1,Include,retrieved-arxiv,arxiv:ok,/home/bigbasy/Documents/sigma-model/thesis/papers/02-systematic-review/research/full-text-pdfs/P02_0863_Zhang_2023.pdf
P02_0864,Multi-Sourced Compositional Generalization in Visual Question Answering,2025,,2505.23045v1,http://arxiv.org/abs/2505.23045v1,Include,retrieved-arxiv,arxiv:ok,/home/bigbasy/Documents/sigma-model/thesis/papers/02-systematic-review/research/full-text-pdfs/P02_0864_Li_2025.pdf
P02_0865,Analyzing the Inner Workings of Transformers in Compositional Generalization,2025,,2502.15277v1,http://arxiv.org/abs/2502.15277v1,Include,retrieved-arxiv,arxiv:ok,/home/bigbasy/Documents/sigma-model/thesis/papers/02-systematic-review/research/full-text-pdfs/P02_0865_Kumon_2025.pdf
P02_0866,Improving Systematic Generalization Through Modularity and Augmentation,2022,,2202.10745v1,http://arxiv.org/abs/2202.10745v1,Include,retrieved-arxiv,arxiv:ok,/home/bigbasy/Documents/sigma-model/thesis/papers/02-systematic-review/research/full-text-pdfs/P02_0866_Ruis_2022.pdf
P02_0867,NeSyCoCo: A Neuro-Symbolic Concept Composer for Compositional Generalization,2024,,2412.15588v1,http://arxiv.org/abs/2412.15588v1,Include,retrieved-arxiv,arxiv:ok,/home/bigbasy/Documents/sigma-model/thesis/papers/02-systematic-review/research/full-text-pdfs/P02_0867_Kamali_2024.pdf
P02_0868,Compositional Generalization via Forced Rendering of Disentangled Latents,2025,,2501.18797v2,http://arxiv.org/abs/2501.18797v2,Include,retrieved-arxiv,arxiv:ok,/home/bigbasy/Documents/sigma-model/thesis/papers/02-systematic-review/research/full-text-pdfs/P02_0868_Liang_2025.pdf
P02_0869,ChatGPT as Data Augmentation for Compositional Generalization: A Case Study in Open Intent Detection,2023,,2308.13517v1,http://arxiv.org/abs/2308.13517v1,Include,retrieved-arxiv,arxiv:ok,/home/bigbasy/Documents/sigma-model/thesis/papers/02-systematic-review/research/full-text-pdfs/P02_0869_Fang_2023.pdf
P02_0872,Compositional generalization through abstract representations in human and artificial neural networks,2022,,2209.07431v3,http://arxiv.org/abs/2209.07431v3,Include,retrieved-arxiv,arxiv:ok,/home/bigbasy/Documents/sigma-model/thesis/papers/02-systematic-review/research/full-text-pdfs/P02_0872_Ito_2022.pdf
P02_0873,Systematic Generalization in Language Models Scales with Information Entropy,2025,,2505.13089v2,http://arxiv.org/abs/2505.13089v2,Include,retrieved-arxiv,arxiv:ok,/home/bigbasy/Documents/sigma-model/thesis/papers/02-systematic-review/research/full-text-pdfs/P02_0873_Wold_2025.pdf
P02_0874,How Modular Should Neural Module Networks Be for Systematic Generalization?,2021,,2106.08170v2,http://arxiv.org/abs/2106.08170v2,Include,retrieved-arxiv,arxiv:ok,/home/bigbasy/Documents/sigma-model/thesis/papers/02-systematic-review/research/full-text-pdfs/P02_0874_D_Amario_2021.pdf
P02_0877,SPOR: A Comprehensive and Practical Evaluation Method for Compositional Generalization in Data-to-Text Generation,2024,,2405.10650v8,http://arxiv.org/abs/2405.10650v8,Include,retrieved-arxiv,arxiv:ok,/home/bigbasy/Documents/sigma-model/thesis/papers/02-systematic-review/research/full-text-pdfs/P02_0877_Xu_2024.pdf
P02_0878,Neural-Symbolic Recursive Machine for Systematic Generalization,2022,,2210.01603v2,http://arxiv.org/abs/2210.01603v2,Include,retrieved-arxiv,arxiv:ok,/home/bigbasy/Documents/sigma-model/thesis/papers/02-systematic-review/research/full-text-pdfs/P02_0878_Li_2022.pdf
P02_0879,An explainable transformer circuit for compositional generalization,2025,,2502.15801v1,http://arxiv.org/abs/2502.15801v1,Include,retrieved-arxiv,arxiv:ok,/home/bigbasy/Documents/sigma-model/thesis/papers/02-systematic-review/research/full-text-pdfs/P02_0879_Tang_2025.pdf
P02_0881,Revisiting Compositional Generalization Capability of Large Language Models Considering Instruction Following Ability,2025,,2506.15629v1,http://arxiv.org/abs/2506.15629v1,Include,retrieved-arxiv,arxiv:ok,/home/bigbasy/Documents/sigma-model/thesis/papers/02-systematic-review/research/full-text-pdfs/P02_0881_Sakai_2025.pdf
P02_0882,Differentiable Tree Operations Promote Compositional Generalization,2023,,2306.00751v1,http://arxiv.org/abs/2306.00751v1,Include,retrieved-arxiv,arxiv:ok,/home/bigbasy/Documents/sigma-model/thesis/papers/02-systematic-review/research/full-text-pdfs/P02_0882_Soulos_2023.pdf
P02_0883,Factorization Regret mediates compositional generalization in latent space,2026,,2603.27134v5,http://arxiv.org/abs/2603.27134v5,Include,retrieved-arxiv,arxiv:ok,/home/bigbasy/Documents/sigma-model/thesis/papers/02-systematic-review/research/full-text-pdfs/P02_0883_Schwarcz_2026.pdf
P02_0884,Counterfactual Recipe Generation: Exploring Compositional Generalization in a Realistic Scenario,2022,,2210.11431v1,http://arxiv.org/abs/2210.11431v1,Include,retrieved-arxiv,arxiv:ok,/home/bigbasy/Documents/sigma-model/thesis/papers/02-systematic-review/research/full-text-pdfs/P02_0884_Liu_2022.pdf
P02_0885,Swing-by Dynamics in Concept Learning and Compositional Generalization,2024,,2410.08309v3,http://arxiv.org/abs/2410.08309v3,Include,retrieved-arxiv,arxiv:ok,/home/bigbasy/Documents/sigma-model/thesis/papers/02-systematic-review/research/full-text-pdfs/P02_0885_Yang_2024.pdf
P02_0886,Measuring and Improving Compositional Generalization in Text-to-SQL via Component Alignment,2022,,2205.02054v1,http://arxiv.org/abs/2205.02054v1,Include,retrieved-arxiv,arxiv:ok,/home/bigbasy/Documents/sigma-model/thesis/papers/02-systematic-review/research/full-text-pdfs/P02_0886_Gan_2022.pdf
P02_0890,Compositional Generalization with Grounded Language Models,2024,,2406.04989v1,http://arxiv.org/abs/2406.04989v1,Include,retrieved-arxiv,arxiv:ok,/home/bigbasy/Documents/sigma-model/thesis/papers/02-systematic-review/research/full-text-pdfs/P02_0890_Wold_2024.pdf
P02_0891,Scaling can lead to compositional generalization,2025,,2507.07207v2,http://arxiv.org/abs/2507.07207v2,Include,retrieved-arxiv,arxiv:ok,/home/bigbasy/Documents/sigma-model/thesis/papers/02-systematic-review/research/full-text-pdfs/P02_0891_Redhardt_2025.pdf
P02_0893,Learning to Compose Representations of Different Encoder Layers towards Improving Compositional Generalization,2023,,2305.12169v2,http://arxiv.org/abs/2305.12169v2,Include,retrieved-arxiv,arxiv:ok,/home/bigbasy/Documents/sigma-model/thesis/papers/02-systematic-review/research/full-text-pdfs/P02_0893_Lin_2023.pdf
P02_0894,Systematic Generalization on gSCAN with Language Conditioned Embedding,2020,,2009.05552v2,http://arxiv.org/abs/2009.05552v2,Include,retrieved-arxiv,arxiv:ok,/home/bigbasy/Documents/sigma-model/thesis/papers/02-systematic-review/research/full-text-pdfs/P02_0894_Gao_2020.pdf
P02_0895,On a Built-in Conflict between Deep Learning and Systematic Generalization,2022,,2208.11633v1,http://arxiv.org/abs/2208.11633v1,Include,retrieved-arxiv,arxiv:ok,/home/bigbasy/Documents/sigma-model/thesis/papers/02-systematic-review/research/full-text-pdfs/P02_0895_Li_2022.pdf
P02_0898,What Do You Need for Compositional Generalization in Diffusion Planning?,2025,,2505.18083v3,http://arxiv.org/abs/2505.18083v3,Include,retrieved-arxiv,arxiv:ok,/home/bigbasy/Documents/sigma-model/thesis/papers/02-systematic-review/research/full-text-pdfs/P02_0898_Clark_2025.pdf
P02_0899,D3: Data Diversity Design for Systematic Generalization in Visual Question Answering,2023,,2309.08798v2,http://arxiv.org/abs/2309.08798v2,Include,retrieved-arxiv,arxiv:ok,/home/bigbasy/Documents/sigma-model/thesis/papers/02-systematic-review/research/full-text-pdfs/P02_0899_Rahimi_2023.pdf
P02_0900,RoboHiMan: A Hierarchical Evaluation Paradigm for Compositional Generalization in Long-Horizon Manipulation,2025,,2510.13149v1,http://arxiv.org/abs/2510.13149v1,Include,retrieved-arxiv,arxiv:ok,/home/bigbasy/Documents/sigma-model/thesis/papers/02-systematic-review/research/full-text-pdfs/P02_0900_Chen_2025.pdf
P02_0901,AGEL-Comp: A Neuro-Symbolic Framework for Compositional Generalization in Interactive Agents,2026,,2604.26522v1,http://arxiv.org/abs/2604.26522v1,Include,retrieved-arxiv,arxiv:ok,/home/bigbasy/Documents/sigma-model/thesis/papers/02-systematic-review/research/full-text-pdfs/P02_0901_Shahid_2026.pdf
P02_0903,Policy Architectures for Compositional Generalization in Control,2022,,2203.05960v1,http://arxiv.org/abs/2203.05960v1,Include,retrieved-arxiv,arxiv:ok,/home/bigbasy/Documents/sigma-model/thesis/papers/02-systematic-review/research/full-text-pdfs/P02_0903_Zhou_2022.pdf
P02_0904,Transformer Module Networks for Systematic Generalization in Visual Question Answering,2022,,2201.11316v2,http://arxiv.org/abs/2201.11316v2,Include,retrieved-arxiv,arxiv:ok,/home/bigbasy/Documents/sigma-model/thesis/papers/02-systematic-review/research/full-text-pdfs/P02_0904_Yamada_2022.pdf
P02_0906,Realistic Evaluation of Model Merging for Compositional Generalization,2024,,2409.18314v1,http://arxiv.org/abs/2409.18314v1,Include,retrieved-arxiv,arxiv:ok,/home/bigbasy/Documents/sigma-model/thesis/papers/02-systematic-review/research/full-text-pdfs/P02_0906_Tam_2024.pdf
P02_0907,Learning Algebraic Representation for Systematic Generalization in Abstract Reasoning,2021,,2111.12990v2,http://arxiv.org/abs/2111.12990v2,Include,retrieved-arxiv,arxiv:ok,/home/bigbasy/Documents/sigma-model/thesis/papers/02-systematic-review/research/full-text-pdfs/P02_0907_Zhang_2021.pdf
P02_0913,Compositional-ARC: Assessing Systematic Generalization in Abstract Spatial Reasoning,2025,,2504.01445v3,http://arxiv.org/abs/2504.01445v3,Include,retrieved-arxiv,arxiv:ok,/home/bigbasy/Documents/sigma-model/thesis/papers/02-systematic-review/research/full-text-pdfs/P02_0913_Mondorf_2025.pdf
P02_0914,Impact of Pretraining Word Co-occurrence on Compositional Generalization in Multimodal Models,2025,,2507.08000v1,http://arxiv.org/abs/2507.08000v1,Include,retrieved-arxiv,arxiv:ok,/home/bigbasy/Documents/sigma-model/thesis/papers/02-systematic-review/research/full-text-pdfs/P02_0914_Qu_2025.pdf
P02_0915,Systematic Generalization in Neural Networks-based Multivariate Time Series Forecasting Models,2021,,2102.05602v2,http://arxiv.org/abs/2102.05602v2,Include,retrieved-arxiv,arxiv:ok,/home/bigbasy/Documents/sigma-model/thesis/papers/02-systematic-review/research/full-text-pdfs/P02_0915_Bansal_2021.pdf
P02_0921,Measuring Systematic Generalization in Neural Proof Generation with Transformers,2020,,2009.14786v2,http://arxiv.org/abs/2009.14786v2,Include,retrieved-arxiv,arxiv:ok,/home/bigbasy/Documents/sigma-model/thesis/papers/02-systematic-review/research/full-text-pdfs/P02_0921_Gontier_2020.pdf
P02_0922,Systematic Generalization on gSCAN: What is Nearly Solved and What is Next?,2021,,2109.12243v1,http://arxiv.org/abs/2109.12243v1,Include,retrieved-arxiv,arxiv:ok,/home/bigbasy/Documents/sigma-model/thesis/papers/02-systematic-review/research/full-text-pdfs/P02_0922_Qiu_2021.pdf
P02_0926,Revisit Systematic Generalization via Meaningful Learning,2020,,2003.06658v5,http://arxiv.org/abs/2003.06658v5,Include,retrieved-arxiv,arxiv:ok,/home/bigbasy/Documents/sigma-model/thesis/papers/02-systematic-review/research/full-text-pdfs/P02_0926_Shi_2020.pdf
P02_0930,Rule Extrapolation in Language Models: A Study of Compositional Generalization on OOD Prompts,2024,,2409.13728v2,http://arxiv.org/abs/2409.13728v2,Include,retrieved-arxiv,arxiv:ok,/home/bigbasy/Documents/sigma-model/thesis/papers/02-systematic-review/research/full-text-pdfs/P02_0930_M_sz_ros_2024.pdf
P02_0931,Language Plays a Pivotal Role in the Object-Attribute Compositional Generalization of CLIP,2024,,2403.18525v1,http://arxiv.org/abs/2403.18525v1,Include,retrieved-arxiv,arxiv:ok,/home/bigbasy/Documents/sigma-model/thesis/papers/02-systematic-review/research/full-text-pdfs/P02_0931_Abbasi_2024.pdf
P02_0932,The Devil is in the Detail: Simple Tricks Improve Systematic Generalization of Transformers,2021,,2108.12284v4,http://arxiv.org/abs/2108.12284v4,Include,retrieved-arxiv,arxiv:ok,/home/bigbasy/Documents/sigma-model/thesis/papers/02-systematic-review/research/full-text-pdfs/P02_0932_Csord_s_2021.pdf
P02_0934,Three approaches to facilitate DNN generalization to objects in out-of-distribution orientations and illuminations,2021,,2111.00131v2,http://arxiv.org/abs/2111.00131v2,Include,retrieved-arxiv,arxiv:ok,/home/bigbasy/Documents/sigma-model/thesis/papers/02-systematic-review/research/full-text-pdfs/P02_0934_Sakai_2021.pdf
P02_0935,Siamese recurrent networks learn first-order logic reasoning and exhibit zero-shot compositional generalization,2019,,1906.00180v1,http://arxiv.org/abs/1906.00180v1,Include,retrieved-arxiv,arxiv:ok,/home/bigbasy/Documents/sigma-model/thesis/papers/02-systematic-review/research/full-text-pdfs/P02_0935_Mul_2019.pdf
P02_0937,CLOSURE: Assessing Systematic Generalization of CLEVR Models,2019,,1912.05783v2,http://arxiv.org/abs/1912.05783v2,Include,retrieved-arxiv,arxiv:ok,/home/bigbasy/Documents/sigma-model/thesis/papers/02-systematic-review/research/full-text-pdfs/P02_0937_Bahdanau_2019.pdf
P02_0939,Understanding out-of-distribution accuracies through quantifying difficulty of test samples,2022,,2203.15100v1,http://arxiv.org/abs/2203.15100v1,Include,retrieved-arxiv,arxiv:ok,/home/bigbasy/Documents/sigma-model/thesis/papers/02-systematic-review/research/full-text-pdfs/P02_0939_Simsek_2022.pdf
P02_0940,SyGNS: A Systematic Generalization Testbed Based on Natural Language Semantics,2021,,2106.01077v1,http://arxiv.org/abs/2106.01077v1,Include,retrieved-arxiv,arxiv:ok,/home/bigbasy/Documents/sigma-model/thesis/papers/02-systematic-review/research/full-text-pdfs/P02_0940_Yanaka_2021.pdf
P02_0944,ORCHARD: A Benchmark For Measuring Systematic Generalization of Multi-Hierarchical Reasoning,2021,,2111.14034v1,http://arxiv.org/abs/2111.14034v1,Include,unavailable,arxiv:fail,
P02_0945,Atomic-to-Compositional Generalization for Mobile Agents with A New Benchmark and Scheduling System,2025,,2506.08972v1,http://arxiv.org/abs/2506.08972v1,Include,retrieved-arxiv,arxiv:ok,/home/bigbasy/Documents/sigma-model/thesis/papers/02-systematic-review/research/full-text-pdfs/P02_0945_Guo_2025.pdf
P02_0947,Data Distributional Properties As Inductive Bias for Systematic Generalization,2025,,2502.20499v3,http://arxiv.org/abs/2502.20499v3,Include,retrieved-arxiv,arxiv:ok,/home/bigbasy/Documents/sigma-model/thesis/papers/02-systematic-review/research/full-text-pdfs/P02_0947_Rio_2025.pdf
P02_0948,The Neural Data Router: Adaptive Control Flow in Transformers Improves Systematic Generalization,2021,,2110.07732v4,http://arxiv.org/abs/2110.07732v4,Include,retrieved-arxiv,arxiv:ok,/home/bigbasy/Documents/sigma-model/thesis/papers/02-systematic-review/research/full-text-pdfs/P02_0948_Csord_s_2021.pdf
P02_0949,Compositional Generalization from Learned Skills via CoT Training: A Theoretical and Structural Analysis for Reasoning,2025,,2502.04667v3,http://arxiv.org/abs/2502.04667v3,Include,retrieved-arxiv,arxiv:ok,/home/bigbasy/Documents/sigma-model/thesis/papers/02-systematic-review/research/full-text-pdfs/P02_0949_Yao_2025.pdf
P02_0951,Systematic Generalization and Emergent Structures in Transformers Trained on Structured Tasks,2022,,2210.00400v2,http://arxiv.org/abs/2210.00400v2,Include,retrieved-arxiv,arxiv:ok,/home/bigbasy/Documents/sigma-model/thesis/papers/02-systematic-review/research/full-text-pdfs/P02_0951_Li_2022.pdf
P02_0956,Mixture Data for Training Cannot Ensure Out-of-distribution Generalization,2023,,2312.16243v4,http://arxiv.org/abs/2312.16243v4,Include,retrieved-arxiv,arxiv:ok,/home/bigbasy/Documents/sigma-model/thesis/papers/02-systematic-review/research/full-text-pdfs/P02_0956_Zhang_2023.pdf
P02_0959,What makes Models Compositional? A Theoretical View: With Supplement,2024,,2405.02350v1,http://arxiv.org/abs/2405.02350v1,Include,retrieved-arxiv,arxiv:ok,/home/bigbasy/Documents/sigma-model/thesis/papers/02-systematic-review/research/full-text-pdfs/P02_0959_Ram_2024.pdf
P02_0962,Robust Subtask Learning for Compositional Generalization,2023,,2302.02984v2,http://arxiv.org/abs/2302.02984v2,Include,retrieved-arxiv,arxiv:ok,/home/bigbasy/Documents/sigma-model/thesis/papers/02-systematic-review/research/full-text-pdfs/P02_0962_Jothimurugan_2023.pdf
P02_0965,Causal Structural Hypothesis Testing and Data Generation Models,2022,,2210.11275v2,http://arxiv.org/abs/2210.11275v2,Include,retrieved-arxiv,arxiv:ok,/home/bigbasy/Documents/sigma-model/thesis/papers/02-systematic-review/research/full-text-pdfs/P02_0965_Jiang_2022.pdf
P02_0967,Adversarial Reward Auditing for Active Detection and Mitigation of Reward Hacking,2026,,2602.01750v1,http://arxiv.org/abs/2602.01750v1,Include,retrieved-arxiv,arxiv:ok,/home/bigbasy/Documents/sigma-model/thesis/papers/02-systematic-review/research/full-text-pdfs/P02_0967_Beigi_2026.pdf
P02_1159,Probing the Probes: Methods and Metrics for Concept Alignment,2025,,2511.04312v1,http://arxiv.org/abs/2511.04312v1,Include,retrieved-arxiv,arxiv:ok,/home/bigbasy/Documents/sigma-model/thesis/papers/02-systematic-review/research/full-text-pdfs/P02_1159_Lysn_s_Larsen_2025.pdf
P02_1308,Vision Transformer Neural Architecture Search for Out-of-Distribution Generalization: Benchmark and Insights,2024,,,https://www.scopus.com/pages/publications/105000546063?origin=resultslist,Include,unavailable,,
P02_1381,Sparse Mixture-of-Experts for Compositional Generalization: Empirical Evidence and Theoretical Foundations of Optimal Sparsity,2026,,,https://www.scopus.com/pages/publications/105039559541?origin=resultslist,Include,unavailable,,
P02_1395,Compositional generalization by factorizing alignment and translation,2020,,,https://www.scopus.com/pages/publications/85101107244?origin=resultslist,Include,unavailable,,
P02_1398,Neural Collapse Inspired Feature Alignment for Out-of-Distribution Generalization,2024,,,https://www.scopus.com/pages/publications/105000520399?origin=resultslist,Include,unavailable,,
P02_0002,Graph Representation Learning via Causal Diffusion for Out-of-Distribution Recommendation,2025,10.1145/3696410.3714849,,https://doi.org/10.1145/3696410.3714849,Uncertain,unavailable,openalex:no-oa; unpaywall:no-oa,
P02_0004,Research on Causal Robustness Enhancement Methods and Out-of-Distribution Generalization for Deep Classification Models,2026,10.1145/3795154.3795263,,https://doi.org/10.1145/3795154.3795263,Uncertain,unavailable,openalex:no-oa; unpaywall:no-oa,
P02_0005,Robust Neural Information Retrieval: An Adversarial and Out-of-Distribution Perspective,2025,10.1145/3768153,,https://doi.org/10.1145/3768153,Uncertain,unavailable,openalex:no-oa; unpaywall:no-oa,
P02_0011,Beyond Mimicry: Toward Lifelong Adaptability in Imitation Learning,2026,10.65109/ldhn8550,,https://doi.org/10.65109/LDHN8550,Uncertain,unavailable,openalex:no-oa; unpaywall:no-oa,
P02_0016,Don't Blind Your VLA: Aligning Visual Representations for OOD Generalization,2026,10.65109/pper9186,,https://doi.org/10.65109/PPER9186,Uncertain,unavailable,openalex:no-oa; unpaywall:no-oa,
P02_0018,Human Heterogeneity Invariant Stress Sensing,2025,10.1145/3749465,,https://doi.org/10.1145/3749465,Uncertain,unavailable,openalex:no-oa; unpaywall:no-oa,
P02_0023,Environment Agnostic Invariant Risk Minimization for Classification of Sequential Datasets,2021,10.1145/3447548.3467324,,https://doi.org/10.1145/3447548.3467324,Uncertain,unavailable,openalex:no-oa; unpaywall:no-oa,
P02_0031,Causal Disentangled Recommendation against User Preference Shifts,2023,10.1145/3593022,,https://doi.org/10.1145/3593022,Uncertain,unavailable,openalex:no-oa; unpaywall:no-oa,
P02_0032,NILMBENCH2026: A Benchmark for Energy Disaggregation,2026,10.1145/3744256.3812587,,https://doi.org/10.1145/3744256.3812587,Uncertain,unavailable,openalex:no-oa; unpaywall:no-oa,
P02_0033,Normalized Space Alignment: A Versatile Metric for Representation Analysis,2025,10.1145/3711896.3737065,,https://doi.org/10.1145/3711896.3737065,Uncertain,unavailable,openalex:no-oa; unpaywall:no-oa,
P02_0034,Stereo-Fi: Free-Form 3D Reconstruction via Generatively Co-Trained Inverse RF Rendering,2026,10.1145/3774906.3802762,,https://doi.org/10.1145/3774906.3802762,Uncertain,unavailable,openalex:no-oa; unpaywall:no-oa,
P02_0038,Test Optimization in DNN Testing: A Survey,2024,10.1145/3643678,,https://doi.org/10.1145/3643678,Uncertain,unavailable,openalex:no-oa; unpaywall:no-oa,
P02_0045,,2022,10.1145/3530911,,https://doi.org/10.1145/3530911,Uncertain,unavailable,openalex:no-oa; unpaywall:no-oa,
P02_0048,Mitigating Distributed Backdoor Attack in Federated Learning Through Mode Connectivity,2024,10.1145/3634737.3637682,,https://doi.org/10.1145/3634737.3637682,Uncertain,unavailable,openalex:no-oa; unpaywall:no-oa,
P02_0051,Responsive DNN Adaptation for Video Analytics against Environment Shift via Hierarchical Mobile-Cloud Collaborations,2025,10.1145/3715014.3722044,,https://doi.org/10.1145/3715014.3722044,Uncertain,unavailable,openalex:no-oa; unpaywall:no-oa,
P02_0054,The Worst of Both Worlds: A Comparative Analysis of Errors in Learning from Data in Psychology and Machine Learning,2022,10.1145/3514094.3534196,,https://doi.org/10.1145/3514094.3534196,Uncertain,retrieved-oa,openalex:ok,/home/bigbasy/Documents/sigma-model/thesis/papers/02-systematic-review/research/full-text-pdfs/P02_0054_Hullman_2022.pdf
P02_0055,A.I. Robustness: a Human-Centered Perspective on Technological Challenges and Opportunities,2025,10.1145/3665926,,https://doi.org/10.1145/3665926,Uncertain,unavailable,openalex:no-oa; unpaywall:no-oa,
P02_0058,A Survey of Model Inversion Attacks: An Interface-Prior Perspective,2026,10.1145/3789456.3789473,,https://doi.org/10.1145/3789456.3789473,Uncertain,unavailable,openalex:no-oa; unpaywall:no-oa,
P02_0060,AI Alignment: A Contemporary Survey,2025,10.1145/3770749,,https://doi.org/10.1145/3770749,Uncertain,unavailable,openalex:no-oa; unpaywall:no-oa,
P02_0064,Abstraction Alignment: Comparing Model-Learned and Human-Encoded Conceptual Relationships,2025,10.1145/3706598.3713406,,https://doi.org/10.1145/3706598.3713406,Uncertain,unavailable,openalex:no-oa; unpaywall:no-oa,
