id,title,year,doi,arxiv_id,url,decision,status,attempts,pdf_path
P02_0066,A Survey of Dataset Refinement for Problems in Computer Vision Datasets,2024,10.1145/3627157,,https://doi.org/10.1145/3627157,Uncertain,unavailable,openalex:no-oa; unpaywall:no-oa,
P02_0069,Uniformly Distributed Category Prototype-Guided Vision-Language Framework for Long-Tail Recognition,2023,10.1145/3581783.3611904,,https://doi.org/10.1145/3581783.3611904,Uncertain,unavailable,openalex:no-oa; unpaywall:no-oa,
P02_0071,A Survey of Multilingual Neural Machine Translation,2020,10.1145/3406095,,https://doi.org/10.1145/3406095,Uncertain,unavailable,openalex:no-oa; unpaywall:no-oa,
P02_0072,Contrastive Curriculum Learning for Sequential User Behavior Modeling via Data Augmentation,2021,10.1145/3459637.3481905,,https://doi.org/10.1145/3459637.3481905,Uncertain,unavailable,openalex:no-oa; unpaywall:no-oa,
P02_0073,Efficient Knowledge Graph Unlearning with Zeroth-order Information,2025,10.1145/3746252.3761379,,https://doi.org/10.1145/3746252.3761379,Uncertain,unavailable,openalex:no-oa; unpaywall:no-oa,
P02_0074,Cacophony: An Improved Contrastive Audio-Text Model,2024,10.1109/taslp.2024.3485170,,https://doi.org/10.1109/TASLP.2024.3485170,Uncertain,unavailable,openalex:no-oa; unpaywall:no-oa,
P02_0075,Neural Dehydration: Effective Erasure of Black-box Watermarks from DNNs with Limited Data,2024,10.1145/3658644.3690334,,https://doi.org/10.1145/3658644.3690334,Uncertain,unavailable,openalex:no-oa; unpaywall:no-oa,
P02_0124,Handling Out-of-Distribution Data: A Survey,2025,10.1109/tkde.2025.3592614,,,Uncertain,unavailable,openalex:no-oa; unpaywall:no-oa,
P02_0126,The Many Faces of Robustness: A Critical Analysis of Out-of-Distribution Generalization,2021,10.1109/iccv48922.2021.00823,,,Uncertain,unavailable,openalex:no-oa; unpaywall:no-oa,
P02_0128,A System-Level Analysis of Cross-Domain Generalization Failure in Audio Deepfake Detection,2026,10.1109/access.2026.3716180,,,Uncertain,unavailable,openalex:no-oa; unpaywall:no-oa,
P02_0136,Defeating Multimodal Information Manipulation By A Web 3.0 Decentralized Identity (DID)-Based Accountability Framework,2025,10.1109/aiiot65859.2025.11105270,,,Uncertain,unavailable,openalex:no-oa; unpaywall:no-oa,
P02_0138,Utilizing Confidence in Localization Predictions for Improved Spectrum Management,2024,10.1109/dyspan60163.2024.10632736,,,Uncertain,unavailable,openalex:no-oa; unpaywall:no-oa,
P02_0151,Leveraging Vision-Language Models for Improving Domain Generalization in Image Classification,2024,10.1109/cvpr52733.2024.02258,,,Uncertain,unavailable,openalex:no-oa; unpaywall:no-oa,
P02_0154,"Roses are Red, Violets are Blue… But Should VQA expect Them To?",2021,10.1109/cvpr46437.2021.00280,,,Uncertain,retrieved-oa,openalex:ok,/home/bigbasy/Documents/sigma-model/thesis/papers/02-systematic-review/research/full-text-pdfs/P02_0154_Kervadec_2021.pdf
P02_0200,Handling Dual Skewness in Citywide Crime Prediction Using Personalized Graph Federated Learning,2025,10.1109/tcss.2025.3641377,,,Uncertain,unavailable,openalex:no-oa; unpaywall:no-oa,
P02_0380,A Physics-Guided Symbolic Regression Framework for Multi-Resolution Dynamic Equivalent Modeling of Power Systems,2026,10.3390/electronics15122733,,https://www.scopus.com/pages/publications/105042867295?origin=resultslist,Uncertain,unavailable,openalex:no-oa; unpaywall:no-oa,
P02_0386,Rethinking Graph Generalization through the Lens of Sharpness-Aware Minimization,2026,10.1145/3774904.3792707,,https://www.scopus.com/pages/publications/105038558542?origin=resultslist,Uncertain,unavailable,openalex:no-oa; unpaywall:no-oa,
P02_0442,Producing plankton classifiers that are robust to dataset shift,2025,10.1002/lom3.10659,,https://www.scopus.com/pages/publications/85210377627?origin=resultslist,Uncertain,unavailable,openalex:no-oa; unpaywall:no-oa,
P02_0511,PTAN: Principal Token-aware Adjacent Network for Compositional Temporal Grounding,2024,10.1145/3652583.3658113,,https://www.scopus.com/pages/publications/85199197563?origin=resultslist,Uncertain,unavailable,openalex:no-oa; unpaywall:no-oa,
P02_0514,Towards Domain-Aware Stable Meta Learning for Out-of-Distribution Generalization,2024,10.1145/3676558,,https://www.scopus.com/pages/publications/85202442187?origin=resultslist,Uncertain,unavailable,openalex:no-oa; unpaywall:no-oa,
P02_0517,A Cascade Registration Method Based on Transformation Transfer for Multiscale Point Clouds,2026,10.1109/jstars.2026.3655786,,https://www.scopus.com/pages/publications/105028274076?origin=resultslist,Uncertain,unavailable,openalex:no-oa; unpaywall:no-oa,
P02_0522,Avoiding Shortcuts: Enhancing Channel-Robust Specific Emitter Identification via Single-Source Domain Generalization,2025,10.1109/twc.2025.3528568,,https://www.scopus.com/pages/publications/105002491437?origin=resultslist,Uncertain,unavailable,openalex:no-oa; unpaywall:no-oa,
P02_0601,Span-based Semantic Parsing for Compositional Generalization,2020,,2009.06040v2,http://arxiv.org/abs/2009.06040v2,Uncertain,retrieved-arxiv,arxiv:ok,/home/bigbasy/Documents/sigma-model/thesis/papers/02-systematic-review/research/full-text-pdfs/P02_0601_Herzig_2020.pdf
P02_0603,Learning to Substitute Spans towards Improving Compositional Generalization,2023,,2306.02840v1,http://arxiv.org/abs/2306.02840v1,Uncertain,retrieved-arxiv,arxiv:ok,/home/bigbasy/Documents/sigma-model/thesis/papers/02-systematic-review/research/full-text-pdfs/P02_0603_Li_2023.pdf
P02_0606,Compositional Generalization in Dependency Parsing,2021,,2110.06843v2,http://arxiv.org/abs/2110.06843v2,Uncertain,retrieved-arxiv,arxiv:ok,/home/bigbasy/Documents/sigma-model/thesis/papers/02-systematic-review/research/full-text-pdfs/P02_0606_Goodwin_2021.pdf
P02_0609,Compositional Generalization Requires Compositional Parsers,2022,,2202.11937v1,http://arxiv.org/abs/2202.11937v1,Uncertain,retrieved-arxiv,arxiv:ok,/home/bigbasy/Documents/sigma-model/thesis/papers/02-systematic-review/research/full-text-pdfs/P02_0609_Wei_enhorn_2022.pdf
P02_0620,Compositional Generalization for Natural Language Interfaces to Web APIs,2021,,2112.05209v1,http://arxiv.org/abs/2112.05209v1,Uncertain,retrieved-arxiv,arxiv:ok,/home/bigbasy/Documents/sigma-model/thesis/papers/02-systematic-review/research/full-text-pdfs/P02_0620_Hosseini_2021.pdf
P02_0621,Revisiting the Compositional Generalization Abilities of Neural Sequence Models,2022,,2203.07402v1,http://arxiv.org/abs/2203.07402v1,Uncertain,retrieved-arxiv,arxiv:ok,/home/bigbasy/Documents/sigma-model/thesis/papers/02-systematic-review/research/full-text-pdfs/P02_0621_Patel_2022.pdf
P02_0626,Compositional Generalization for Primitive Substitutions,2019,,1910.02612v1,http://arxiv.org/abs/1910.02612v1,Uncertain,retrieved-arxiv,arxiv:ok,/home/bigbasy/Documents/sigma-model/thesis/papers/02-systematic-review/research/full-text-pdfs/P02_0626_Li_2019.pdf
P02_0631,Learning to Recombine and Resample Data for Compositional Generalization,2020,,2010.03706v6,http://arxiv.org/abs/2010.03706v6,Uncertain,retrieved-arxiv,arxiv:ok,/home/bigbasy/Documents/sigma-model/thesis/papers/02-systematic-review/research/full-text-pdfs/P02_0631_Aky_rek_2020.pdf
P02_0636,SUBS: Subtree Substitution for Compositional Semantic Parsing,2022,,2205.01538v1,http://arxiv.org/abs/2205.01538v1,Uncertain,retrieved-arxiv,arxiv:ok,/home/bigbasy/Documents/sigma-model/thesis/papers/02-systematic-review/research/full-text-pdfs/P02_0636_Yang_2022.pdf
P02_0637,On graph-based reentrancy-free semantic parsing,2023,,2302.07679v1,http://arxiv.org/abs/2302.07679v1,Uncertain,retrieved-arxiv,arxiv:ok,/home/bigbasy/Documents/sigma-model/thesis/papers/02-systematic-review/research/full-text-pdfs/P02_0637_Petit_2023.pdf
P02_0638,LAGr: Labeling Aligned Graphs for Improving Systematic Generalization in Semantic Parsing,2021,,2110.07572v2,http://arxiv.org/abs/2110.07572v2,Uncertain,retrieved-arxiv,arxiv:ok,/home/bigbasy/Documents/sigma-model/thesis/papers/02-systematic-review/research/full-text-pdfs/P02_0638_Jambor_2021.pdf
P02_0639,ReCOGS: How Incidental Details of a Logical Form Overshadow an Evaluation of Semantic Interpretation,2023,,2303.13716v2,http://arxiv.org/abs/2303.13716v2,Uncertain,retrieved-arxiv,arxiv:ok,/home/bigbasy/Documents/sigma-model/thesis/papers/02-systematic-review/research/full-text-pdfs/P02_0639_Wu_2023.pdf
P02_0647,Compositional generalization through meta sequence-to-sequence learning,2019,,1906.05381v2,http://arxiv.org/abs/1906.05381v2,Uncertain,retrieved-arxiv,arxiv:ok,/home/bigbasy/Documents/sigma-model/thesis/papers/02-systematic-review/research/full-text-pdfs/P02_0647_Lake_2019.pdf
P02_0649,Laziness Is a Virtue When It Comes to Compositionality in Neural Semantic Parsing,2023,,2305.04346v1,http://arxiv.org/abs/2305.04346v1,Uncertain,retrieved-arxiv,arxiv:ok,/home/bigbasy/Documents/sigma-model/thesis/papers/02-systematic-review/research/full-text-pdfs/P02_0649_Crouse_2023.pdf
P02_0663,A Class of Distributions for Linear Demand Markets,2018,,1805.06327v5,http://arxiv.org/abs/1805.06327v5,Uncertain,retrieved-arxiv,arxiv:ok,/home/bigbasy/Documents/sigma-model/thesis/papers/02-systematic-review/research/full-text-pdfs/P02_0663_Leonardos_2018.pdf
P02_0665,NCHO: Unsupervised Learning for Neural 3D Composition of Humans and Objects,2023,,2305.14345v2,http://arxiv.org/abs/2305.14345v2,Uncertain,retrieved-arxiv,arxiv:ok,/home/bigbasy/Documents/sigma-model/thesis/papers/02-systematic-review/research/full-text-pdfs/P02_0665_Kim_2023.pdf
P02_0667,Does Data Scaling Lead to Visual Compositional Generalization?,2025,,2507.07102v1,http://arxiv.org/abs/2507.07102v1,Uncertain,retrieved-arxiv,arxiv:ok,/home/bigbasy/Documents/sigma-model/thesis/papers/02-systematic-review/research/full-text-pdfs/P02_0667_Uselis_2025.pdf
P02_0668,Towards Robust Out-of-Distribution Generalization Bounds via Sharpness,2024,,2403.06392v1,http://arxiv.org/abs/2403.06392v1,Uncertain,retrieved-arxiv,arxiv:ok,/home/bigbasy/Documents/sigma-model/thesis/papers/02-systematic-review/research/full-text-pdfs/P02_0668_Zou_2024.pdf
P02_0669,Aggregation Hides Out-of-Distribution Generalization Failures from Spurious Correlations,2025,,2510.24884v1,http://arxiv.org/abs/2510.24884v1,Uncertain,retrieved-arxiv,arxiv:ok,/home/bigbasy/Documents/sigma-model/thesis/papers/02-systematic-review/research/full-text-pdfs/P02_0669_Salaudeen_2025.pdf
P02_0673,Learning to Think in Physics: Breaking Shortcut Learning in Scientific Diffusion via Representation Alignment,2026,,2605.20780v1,http://arxiv.org/abs/2605.20780v1,Uncertain,retrieved-arxiv,arxiv:ok,/home/bigbasy/Documents/sigma-model/thesis/papers/02-systematic-review/research/full-text-pdfs/P02_0673_Jia_2026.pdf
P02_0678,"Sharp analysis of out-of-distribution error for ""importance-weighted"" estimators in the overparameterized regime",2024,,2405.06546v1,http://arxiv.org/abs/2405.06546v1,Uncertain,retrieved-arxiv,arxiv:ok,/home/bigbasy/Documents/sigma-model/thesis/papers/02-systematic-review/research/full-text-pdfs/P02_0678_Lai_2024.pdf
P02_0679,Principled Out-of-Distribution Generalization via Simplicity,2025,,2505.22622v1,http://arxiv.org/abs/2505.22622v1,Uncertain,retrieved-arxiv,arxiv:ok,/home/bigbasy/Documents/sigma-model/thesis/papers/02-systematic-review/research/full-text-pdfs/P02_0679_Ge_2025.pdf
P02_0688,Using Interventions to Improve Out-of-Distribution Generalization of Text-Matching Recommendation Systems,2022,,2210.10636v2,http://arxiv.org/abs/2210.10636v2,Uncertain,retrieved-arxiv,arxiv:ok,/home/bigbasy/Documents/sigma-model/thesis/papers/02-systematic-review/research/full-text-pdfs/P02_0688_Bansal_2022.pdf
P02_0689,Correct-N-Contrast: A Contrastive Approach for Improving Robustness to Spurious Correlations,2022,,2203.01517v2,http://arxiv.org/abs/2203.01517v2,Uncertain,retrieved-arxiv,arxiv:ok,/home/bigbasy/Documents/sigma-model/thesis/papers/02-systematic-review/research/full-text-pdfs/P02_0689_Zhang_2022.pdf
P02_0690,CausPref: Causal Preference Learning for Out-of-Distribution Recommendation,2022,,2202.03984v2,http://arxiv.org/abs/2202.03984v2,Uncertain,retrieved-arxiv,arxiv:ok,/home/bigbasy/Documents/sigma-model/thesis/papers/02-systematic-review/research/full-text-pdfs/P02_0690_He_2022.pdf
P02_0692,Fishr: Invariant Gradient Variances for Out-of-Distribution Generalization,2021,,2109.02934v3,http://arxiv.org/abs/2109.02934v3,Uncertain,retrieved-arxiv,arxiv:ok,/home/bigbasy/Documents/sigma-model/thesis/papers/02-systematic-review/research/full-text-pdfs/P02_0692_Rame_2021.pdf
P02_0698,Invariance Principle Meets Information Bottleneck for Out-of-Distribution Generalization,2021,,2106.06607v2,http://arxiv.org/abs/2106.06607v2,Uncertain,retrieved-arxiv,arxiv:ok,/home/bigbasy/Documents/sigma-model/thesis/papers/02-systematic-review/research/full-text-pdfs/P02_0698_Ahuja_2021.pdf
P02_0700,What Matters to You? Towards Visual Representation Alignment for Robot Learning,2023,,2310.07932v2,http://arxiv.org/abs/2310.07932v2,Uncertain,retrieved-arxiv,arxiv:ok,/home/bigbasy/Documents/sigma-model/thesis/papers/02-systematic-review/research/full-text-pdfs/P02_0700_Tian_2023.pdf
P02_0705,Diagnosing Generalization Failures from Representational Geometry Markers,2026,,2603.01879v1,http://arxiv.org/abs/2603.01879v1,Uncertain,retrieved-arxiv,arxiv:ok,/home/bigbasy/Documents/sigma-model/thesis/papers/02-systematic-review/research/full-text-pdfs/P02_0705_Chou_2026.pdf
P02_0713,"Easy to Learn, Yet Hard to Forget: Towards Robust Unlearning Under Bias",2026,,2602.21773v1,http://arxiv.org/abs/2602.21773v1,Uncertain,retrieved-arxiv,arxiv:ok,/home/bigbasy/Documents/sigma-model/thesis/papers/02-systematic-review/research/full-text-pdfs/P02_0713_Kwon_2026.pdf
P02_0717,Incorporating Surrogate Gradient Norm to Improve Offline Optimization Techniques,2025,,2503.04242v1,http://arxiv.org/abs/2503.04242v1,Uncertain,retrieved-arxiv,arxiv:ok,/home/bigbasy/Documents/sigma-model/thesis/papers/02-systematic-review/research/full-text-pdfs/P02_0717_Dao_2025.pdf
P02_0738,DSL: Understanding and Improving Softmax Recommender Systems with Competition-Aware Scaling,2026,,2602.07206v1,http://arxiv.org/abs/2602.07206v1,Uncertain,retrieved-arxiv,arxiv:ok,/home/bigbasy/Documents/sigma-model/thesis/papers/02-systematic-review/research/full-text-pdfs/P02_0738_Sahyouni_2026.pdf
P02_0740,VLA^2: Empowering Vision-Language-Action Models with an Agentic Framework for Unseen Concept Manipulation,2025,,2510.14902v1,http://arxiv.org/abs/2510.14902v1,Uncertain,retrieved-arxiv,arxiv:ok,/home/bigbasy/Documents/sigma-model/thesis/papers/02-systematic-review/research/full-text-pdfs/P02_0740_Zhao_2025.pdf
P02_0741,Navigating High Dimensional Concept Space with Metalearning,2025,,2508.01948v3,http://arxiv.org/abs/2508.01948v3,Uncertain,retrieved-arxiv,arxiv:ok,/home/bigbasy/Documents/sigma-model/thesis/papers/02-systematic-review/research/full-text-pdfs/P02_0741_Gupta_2025.pdf
P02_0757,FedSoup: Improving Generalization and Personalization in Federated Learning via Selective Model Interpolation,2023,,2307.10507v1,http://arxiv.org/abs/2307.10507v1,Uncertain,retrieved-arxiv,arxiv:ok,/home/bigbasy/Documents/sigma-model/thesis/papers/02-systematic-review/research/full-text-pdfs/P02_0757_Chen_2023.pdf
P02_0781,Thermodynamically-Informed Iterative Neural Operators for Heterogeneous Elastic Localization,2024,,2411.06529v1,http://arxiv.org/abs/2411.06529v1,Uncertain,retrieved-arxiv,arxiv:ok,/home/bigbasy/Documents/sigma-model/thesis/papers/02-systematic-review/research/full-text-pdfs/P02_0781_Kelly_2024.pdf
P02_0795,TerraIncognita: A Dynamic Benchmark for Species Discovery Using Frontier Models,2025,,2506.03182v1,http://arxiv.org/abs/2506.03182v1,Uncertain,retrieved-arxiv,arxiv:ok,/home/bigbasy/Documents/sigma-model/thesis/papers/02-systematic-review/research/full-text-pdfs/P02_0795_Chiranjeevi_2025.pdf
P02_0797,Predictable GRPO: A Closed-Form Model of Training Dynamics,2026,,2606.30789v2,http://arxiv.org/abs/2606.30789v2,Uncertain,retrieved-arxiv,arxiv:ok,/home/bigbasy/Documents/sigma-model/thesis/papers/02-systematic-review/research/full-text-pdfs/P02_0797_Ghosh_2026.pdf
P02_0798,Can Large Reasoning Models do Analogical Reasoning under Perceptual Uncertainty?,2025,,2503.11207v2,http://arxiv.org/abs/2503.11207v2,Uncertain,retrieved-arxiv,arxiv:ok,/home/bigbasy/Documents/sigma-model/thesis/papers/02-systematic-review/research/full-text-pdfs/P02_0798_Camposampiero_2025.pdf
P02_0814,A Survey on Compositional Generalization in Applications,2023,,2302.01067v1,http://arxiv.org/abs/2302.01067v1,Uncertain,retrieved-arxiv,arxiv:ok,/home/bigbasy/Documents/sigma-model/thesis/papers/02-systematic-review/research/full-text-pdfs/P02_0814_Lin_2023.pdf
P02_0815,Composition-Incremental Learning for Compositional Generalization,2025,,2511.09082v1,http://arxiv.org/abs/2511.09082v1,Uncertain,retrieved-arxiv,arxiv:ok,/home/bigbasy/Documents/sigma-model/thesis/papers/02-systematic-review/research/full-text-pdfs/P02_0815_Li_2025.pdf
P02_0816,Toward Compositional Generalization in Object-Oriented World Modeling,2022,,2204.13661v2,http://arxiv.org/abs/2204.13661v2,Uncertain,retrieved-arxiv,arxiv:ok,/home/bigbasy/Documents/sigma-model/thesis/papers/02-systematic-review/research/full-text-pdfs/P02_0816_Zhao_2022.pdf
P02_0817,On Evaluating Multilingual Compositional Generalization with Translated Datasets,2023,,2306.11420v1,http://arxiv.org/abs/2306.11420v1,Uncertain,retrieved-arxiv,arxiv:ok,/home/bigbasy/Documents/sigma-model/thesis/papers/02-systematic-review/research/full-text-pdfs/P02_0817_Wang_2023.pdf
P02_0818,Learning Algebraic Recombination for Compositional Generalization,2021,,2107.06516v1,http://arxiv.org/abs/2107.06516v1,Uncertain,retrieved-arxiv,arxiv:ok,/home/bigbasy/Documents/sigma-model/thesis/papers/02-systematic-review/research/full-text-pdfs/P02_0818_Liu_2021.pdf
P02_0820,Improving Compositional Generalization in Math Word Problem Solving,2022,,2209.01352v1,http://arxiv.org/abs/2209.01352v1,Uncertain,retrieved-arxiv,arxiv:ok,/home/bigbasy/Documents/sigma-model/thesis/papers/02-systematic-review/research/full-text-pdfs/P02_0820_Lan_2022.pdf
P02_0825,A General Theory for Compositional Generalization,2024,,2405.11743v1,http://arxiv.org/abs/2405.11743v1,Uncertain,retrieved-arxiv,arxiv:ok,/home/bigbasy/Documents/sigma-model/thesis/papers/02-systematic-review/research/full-text-pdfs/P02_0825_Fu_2024.pdf
P02_0830,On Compositional Generalization of Neural Machine Translation,2021,,2105.14802v1,http://arxiv.org/abs/2105.14802v1,Uncertain,retrieved-arxiv,arxiv:ok,/home/bigbasy/Documents/sigma-model/thesis/papers/02-systematic-review/research/full-text-pdfs/P02_0830_Li_2021.pdf
P02_0833,Simple and effective data augmentation for compositional generalization,2024,,2401.09815v1,http://arxiv.org/abs/2401.09815v1,Uncertain,retrieved-arxiv,arxiv:ok,/home/bigbasy/Documents/sigma-model/thesis/papers/02-systematic-review/research/full-text-pdfs/P02_0833_Yao_2024.pdf
P02_0834,Unobserved Local Structures Make Compositional Generalization Hard,2022,,2201.05899v2,http://arxiv.org/abs/2201.05899v2,Uncertain,retrieved-arxiv,arxiv:ok,/home/bigbasy/Documents/sigma-model/thesis/papers/02-systematic-review/research/full-text-pdfs/P02_0834_Bogin_2022.pdf
P02_0837,When and How Does CLIP Enable Domain and Compositional Generalization?,2025,,2502.09507v3,http://arxiv.org/abs/2502.09507v3,Uncertain,retrieved-arxiv,arxiv:ok,/home/bigbasy/Documents/sigma-model/thesis/papers/02-systematic-review/research/full-text-pdfs/P02_0837_Kempf_2025.pdf
P02_0840,Diverse Demonstrations Improve In-context Compositional Generalization,2022,,2212.06800v3,http://arxiv.org/abs/2212.06800v3,Uncertain,retrieved-arxiv,arxiv:ok,/home/bigbasy/Documents/sigma-model/thesis/papers/02-systematic-review/research/full-text-pdfs/P02_0840_Levy_2022.pdf
P02_0841,Exploring the Compositional Generalization in Context Dependent Text-to-SQL Parsing,2023,,2306.04480v1,http://arxiv.org/abs/2306.04480v1,Uncertain,retrieved-arxiv,arxiv:ok,/home/bigbasy/Documents/sigma-model/thesis/papers/02-systematic-review/research/full-text-pdfs/P02_0841_Liu_2023.pdf
P02_0842,Improving Compositional Generalization Using Iterated Learning and Simplicial Embeddings,2023,,2310.18777v1,http://arxiv.org/abs/2310.18777v1,Uncertain,retrieved-arxiv,arxiv:ok,/home/bigbasy/Documents/sigma-model/thesis/papers/02-systematic-review/research/full-text-pdfs/P02_0842_Ren_2023.pdf
P02_0847,A Short Survey of Systematic Generalization,2022,,2211.11956v1,http://arxiv.org/abs/2211.11956v1,Uncertain,retrieved-arxiv,arxiv:ok,/home/bigbasy/Documents/sigma-model/thesis/papers/02-systematic-review/research/full-text-pdfs/P02_0847_Li_2022.pdf
P02_0848,Compositional Generalization for Multi-label Text Classification: A Data-Augmentation Approach,2023,,2312.11276v3,http://arxiv.org/abs/2312.11276v3,Uncertain,retrieved-arxiv,arxiv:ok,/home/bigbasy/Documents/sigma-model/thesis/papers/02-systematic-review/research/full-text-pdfs/P02_0848_Chai_2023.pdf
P02_0849,Exploring Continual Learning of Compositional Generalization in NLI,2024,,2403.04400v2,http://arxiv.org/abs/2403.04400v2,Uncertain,retrieved-arxiv,arxiv:ok,/home/bigbasy/Documents/sigma-model/thesis/papers/02-systematic-review/research/full-text-pdfs/P02_0849_Fu_2024.pdf
P02_0852,Local Mechanisms of Compositional Generalization in Conditional Diffusion,2025,,2509.16447v3,http://arxiv.org/abs/2509.16447v3,Uncertain,retrieved-arxiv,arxiv:ok,/home/bigbasy/Documents/sigma-model/thesis/papers/02-systematic-review/research/full-text-pdfs/P02_0852_Bradley_2025.pdf
P02_0853,A Theoretical Analysis of Compositional Generalization in Neural Networks: A Necessary and Sufficient Condition,2025,,2505.02627v1,http://arxiv.org/abs/2505.02627v1,Uncertain,retrieved-arxiv,arxiv:ok,/home/bigbasy/Documents/sigma-model/thesis/papers/02-systematic-review/research/full-text-pdfs/P02_0853_Li_2025.pdf
P02_0862,Compositional Generalization in Image Captioning,2019,,1909.04402v2,http://arxiv.org/abs/1909.04402v2,Uncertain,retrieved-arxiv,arxiv:ok,/home/bigbasy/Documents/sigma-model/thesis/papers/02-systematic-review/research/full-text-pdfs/P02_0862_Nikolaus_2019.pdf
P02_0870,The Impact of Depth on Compositional Generalization in Transformer Language Models,2023,,2310.19956v2,http://arxiv.org/abs/2310.19956v2,Uncertain,retrieved-arxiv,arxiv:ok,/home/bigbasy/Documents/sigma-model/thesis/papers/02-systematic-review/research/full-text-pdfs/P02_0870_Petty_2023.pdf
P02_0871,Compositional Generalization Across Distributional Shifts with Sparse Tree Operations,2024,,2412.14076v1,http://arxiv.org/abs/2412.14076v1,Uncertain,retrieved-arxiv,arxiv:ok,/home/bigbasy/Documents/sigma-model/thesis/papers/02-systematic-review/research/full-text-pdfs/P02_0871_Soulos_2024.pdf
P02_0875,Pretraining Frequency Predicts Compositional Generalization of CLIP on Real-World Tasks,2025,,2502.18326v1,http://arxiv.org/abs/2502.18326v1,Uncertain,retrieved-arxiv,arxiv:ok,/home/bigbasy/Documents/sigma-model/thesis/papers/02-systematic-review/research/full-text-pdfs/P02_0875_Wiedemer_2025.pdf
P02_0880,Finding needles in a haystack: Sampling Structurally-diverse Training Sets from Synthetic Data for Compositional Generalization,2021,,2109.02575v1,http://arxiv.org/abs/2109.02575v1,Uncertain,retrieved-arxiv,arxiv:ok,/home/bigbasy/Documents/sigma-model/thesis/papers/02-systematic-review/research/full-text-pdfs/P02_0880_Oren_2021.pdf
P02_0887,ExeDec: Execution Decomposition for Compositional Generalization in Neural Program Synthesis,2023,,2307.13883v2,http://arxiv.org/abs/2307.13883v2,Uncertain,retrieved-arxiv,arxiv:ok,/home/bigbasy/Documents/sigma-model/thesis/papers/02-systematic-review/research/full-text-pdfs/P02_0887_Shi_2023.pdf
P02_0888,Compositional Generalization for Data-to-Text Generation,2023,,2312.02748v1,http://arxiv.org/abs/2312.02748v1,Uncertain,retrieved-arxiv,arxiv:ok,/home/bigbasy/Documents/sigma-model/thesis/papers/02-systematic-review/research/full-text-pdfs/P02_0888_Xu_2023.pdf
P02_0889,What Drives Compositional Generalization? The Importance of Continuous Training Objectives in Visual Generative Models,2025,,2510.03075v3,http://arxiv.org/abs/2510.03075v3,Uncertain,retrieved-arxiv,arxiv:ok,/home/bigbasy/Documents/sigma-model/thesis/papers/02-systematic-review/research/full-text-pdfs/P02_0889_Farid_2025.pdf
P02_0892,Sequential Compositional Generalization in Multimodal Models,2024,,2404.12013v1,http://arxiv.org/abs/2404.12013v1,Uncertain,retrieved-arxiv,arxiv:ok,/home/bigbasy/Documents/sigma-model/thesis/papers/02-systematic-review/research/full-text-pdfs/P02_0892_Yagcioglu_2024.pdf
P02_0902,ViLPAct: A Benchmark for Compositional Generalization on Multimodal Human Activities,2022,,2210.05556v4,http://arxiv.org/abs/2210.05556v4,Uncertain,retrieved-arxiv,arxiv:ok,/home/bigbasy/Documents/sigma-model/thesis/papers/02-systematic-review/research/full-text-pdfs/P02_0902_Zhuo_2022.pdf
P02_0908,From Reasoning Traces to Reusable Modules: Understanding Compositional Generalization in Language Model Reasoning,2026,,2606.18089v2,http://arxiv.org/abs/2606.18089v2,Uncertain,retrieved-arxiv,arxiv:ok,/home/bigbasy/Documents/sigma-model/thesis/papers/02-systematic-review/research/full-text-pdfs/P02_0908_Kong_2026.pdf
P02_0909,Systematic Generalization: What Is Required and Can It Be Learned?,2018,,1811.12889v3,http://arxiv.org/abs/1811.12889v3,Uncertain,retrieved-arxiv,arxiv:ok,/home/bigbasy/Documents/sigma-model/thesis/papers/02-systematic-review/research/full-text-pdfs/P02_0909_Bahdanau_2018.pdf
P02_0910,Learning by Analogy: A Causal Framework for Composition Generalization,2025,,2512.10669v1,http://arxiv.org/abs/2512.10669v1,Uncertain,retrieved-arxiv,arxiv:ok,/home/bigbasy/Documents/sigma-model/thesis/papers/02-systematic-review/research/full-text-pdfs/P02_0910_Kong_2025.pdf
P02_0912,Provably Efficient Causal Model-Based Reinforcement Learning for Systematic Generalization,2022,,2202.06545v3,http://arxiv.org/abs/2202.06545v3,Uncertain,retrieved-arxiv,arxiv:ok,/home/bigbasy/Documents/sigma-model/thesis/papers/02-systematic-review/research/full-text-pdfs/P02_0912_Mutti_2022.pdf
P02_0917,Seen to Unseen: Exploring Compositional Generalization of Multi-Attribute Controllable Dialogue Generation,2023,,2306.10317v1,http://arxiv.org/abs/2306.10317v1,Uncertain,retrieved-arxiv,arxiv:ok,/home/bigbasy/Documents/sigma-model/thesis/papers/02-systematic-review/research/full-text-pdfs/P02_0917_Zeng_2023.pdf
P02_0919,Latent Compositional Representations Improve Systematic Generalization in Grounded Question Answering,2020,,2007.00266v3,http://arxiv.org/abs/2007.00266v3,Uncertain,retrieved-arxiv,arxiv:ok,/home/bigbasy/Documents/sigma-model/thesis/papers/02-systematic-review/research/full-text-pdfs/P02_0919_Bogin_2020.pdf
P02_0923,LAGr: Label Aligned Graphs for Better Systematic Generalization in Semantic Parsing,2022,,2205.09607v2,http://arxiv.org/abs/2205.09607v2,Uncertain,unavailable,arxiv:fail,
