id,title,year,source,url,priority,doi,status
P02_0071,A Survey of Multilingual Neural Machine Translation,2020,openalex,lookup-needed,2,10.1145/3406095,pending
P02_0072,Contrastive Curriculum Learning for Sequential User Behavior Modeling via Data Augmentation,2021,openalex,lookup-needed,2,10.1145/3459637.3481905,pending
P02_0073,Efficient Knowledge Graph Unlearning with Zeroth-order Information,2025,openalex,lookup-needed,2,10.1145/3746252.3761379,pending
P02_0074,Cacophony: An Improved Contrastive Audio-Text Model,2024,openalex,lookup-needed,2,10.1109/taslp.2024.3485170,pending
P02_0075,Neural Dehydration: Effective Erasure of Black-box Watermarks from DNNs with Limited Data,2024,openalex,lookup-needed,2,10.1145/3658644.3690334,pending
P02_0124,Handling Out-of-Distribution Data: A Survey,2025,openalex,lookup-needed,2,10.1109/tkde.2025.3592614,pending
P02_0126,The Many Faces of Robustness: A Critical Analysis of Out-of-Distribution Generalization,2021,openalex,lookup-needed,2,10.1109/iccv48922.2021.00823,pending
P02_0128,A System-Level Analysis of Cross-Domain Generalization Failure in Audio Deepfake Detection,2026,openalex,lookup-needed,2,10.1109/access.2026.3716180,pending
P02_0136,Defeating Multimodal Information Manipulation By A Web 3.0 Decentralized Identity (DID)-Based Accountability Framework,2025,openalex,lookup-needed,2,10.1109/aiiot65859.2025.11105270,pending
P02_0138,Utilizing Confidence in Localization Predictions for Improved Spectrum Management,2024,openalex,lookup-needed,2,10.1109/dyspan60163.2024.10632736,pending
P02_0151,Leveraging Vision-Language Models for Improving Domain Generalization in Image Classification,2024,openalex,lookup-needed,2,10.1109/cvpr52733.2024.02258,pending
P02_0154,"Roses are Red, Violets are Blue… But Should VQA expect Them To?",2021,openalex,lookup-needed,2,10.1109/cvpr46437.2021.00280,pending
P02_0200,Handling Dual Skewness in Citywide Crime Prediction Using Personalized Graph Federated Learning,2025,openalex,lookup-needed,2,10.1109/tcss.2025.3641377,pending
P02_0380,A Physics-Guided Symbolic Regression Framework for Multi-Resolution Dynamic Equivalent Modeling of Power Systems,2026,openalex,lookup-needed,2,10.3390/electronics15122733,pending
P02_0386,Rethinking Graph Generalization through the Lens of Sharpness-Aware Minimization,2026,openalex,lookup-needed,2,10.1145/3774904.3792707,pending
P02_0442,Producing plankton classifiers that are robust to dataset shift,2025,openalex,lookup-needed,2,10.1002/lom3.10659,pending
P02_0511,PTAN: Principal Token-aware Adjacent Network for Compositional Temporal Grounding,2024,openalex,lookup-needed,2,10.1145/3652583.3658113,pending
P02_0514,Towards Domain-Aware Stable Meta Learning for Out-of-Distribution Generalization,2024,openalex,lookup-needed,2,10.1145/3676558,pending
P02_0517,A Cascade Registration Method Based on Transformation Transfer for Multiscale Point Clouds,2026,openalex,lookup-needed,2,10.1109/jstars.2026.3655786,pending
P02_0522,Avoiding Shortcuts: Enhancing Channel-Robust Specific Emitter Identification via Single-Source Domain Generalization,2025,openalex,lookup-needed,2,10.1109/twc.2025.3528568,pending
P02_0601,Span-based Semantic Parsing for Compositional Generalization,2020,arxiv,https://arxiv.org/pdf/2009.06040,1,,pending
P02_0603,Learning to Substitute Spans towards Improving Compositional Generalization,2023,arxiv,https://arxiv.org/pdf/2306.02840,1,,pending
P02_0606,Compositional Generalization in Dependency Parsing,2021,arxiv,https://arxiv.org/pdf/2110.06843,1,,pending
P02_0609,Compositional Generalization Requires Compositional Parsers,2022,arxiv,https://arxiv.org/pdf/2202.11937,1,,pending
P02_0620,Compositional Generalization for Natural Language Interfaces to Web APIs,2021,arxiv,https://arxiv.org/pdf/2112.05209,1,,pending
P02_0621,Revisiting the Compositional Generalization Abilities of Neural Sequence Models,2022,arxiv,https://arxiv.org/pdf/2203.07402,1,,pending
P02_0626,Compositional Generalization for Primitive Substitutions,2019,arxiv,https://arxiv.org/pdf/1910.02612,1,,pending
P02_0631,Learning to Recombine and Resample Data for Compositional Generalization,2020,arxiv,https://arxiv.org/pdf/2010.03706,1,,pending
P02_0636,SUBS: Subtree Substitution for Compositional Semantic Parsing,2022,arxiv,https://arxiv.org/pdf/2205.01538,1,,pending
P02_0637,On graph-based reentrancy-free semantic parsing,2023,arxiv,https://arxiv.org/pdf/2302.07679,1,,pending
P02_0638,LAGr: Labeling Aligned Graphs for Improving Systematic Generalization in Semantic Parsing,2021,arxiv,https://arxiv.org/pdf/2110.07572,1,,pending
P02_0639,ReCOGS: How Incidental Details of a Logical Form Overshadow an Evaluation of Semantic Interpretation,2023,arxiv,https://arxiv.org/pdf/2303.13716,1,,pending
P02_0647,Compositional generalization through meta sequence-to-sequence learning,2019,arxiv,https://arxiv.org/pdf/1906.05381,1,,pending
P02_0649,Laziness Is a Virtue When It Comes to Compositionality in Neural Semantic Parsing,2023,arxiv,https://arxiv.org/pdf/2305.04346,1,,pending
P02_0663,A Class of Distributions for Linear Demand Markets,2018,arxiv,https://arxiv.org/pdf/1805.06327,1,,pending
P02_0665,NCHO: Unsupervised Learning for Neural 3D Composition of Humans and Objects,2023,arxiv,https://arxiv.org/pdf/2305.14345,1,,pending
P02_0667,Does Data Scaling Lead to Visual Compositional Generalization?,2025,arxiv,https://arxiv.org/pdf/2507.07102,1,,pending
P02_0668,Towards Robust Out-of-Distribution Generalization Bounds via Sharpness,2024,arxiv,https://arxiv.org/pdf/2403.06392,1,,pending
P02_0669,Aggregation Hides Out-of-Distribution Generalization Failures from Spurious Correlations,2025,arxiv,https://arxiv.org/pdf/2510.24884,1,,pending
P02_0673,Learning to Think in Physics: Breaking Shortcut Learning in Scientific Diffusion via Representation Alignment,2026,arxiv,https://arxiv.org/pdf/2605.20780,1,,pending
P02_0678,"Sharp analysis of out-of-distribution error for ""importance-weighted"" estimators in the overparameterized regime",2024,arxiv,https://arxiv.org/pdf/2405.06546,1,,pending
P02_0679,Principled Out-of-Distribution Generalization via Simplicity,2025,arxiv,https://arxiv.org/pdf/2505.22622,1,,pending
P02_0688,Using Interventions to Improve Out-of-Distribution Generalization of Text-Matching Recommendation Systems,2022,arxiv,https://arxiv.org/pdf/2210.10636,1,,pending
P02_0689,Correct-N-Contrast: A Contrastive Approach for Improving Robustness to Spurious Correlations,2022,arxiv,https://arxiv.org/pdf/2203.01517,1,,pending
P02_0690,CausPref: Causal Preference Learning for Out-of-Distribution Recommendation,2022,arxiv,https://arxiv.org/pdf/2202.03984,1,,pending
P02_0692,Fishr: Invariant Gradient Variances for Out-of-Distribution Generalization,2021,arxiv,https://arxiv.org/pdf/2109.02934,1,,pending
P02_0698,Invariance Principle Meets Information Bottleneck for Out-of-Distribution Generalization,2021,arxiv,https://arxiv.org/pdf/2106.06607,1,,pending
P02_0700,What Matters to You? Towards Visual Representation Alignment for Robot Learning,2023,arxiv,https://arxiv.org/pdf/2310.07932,1,,pending
P02_0705,Diagnosing Generalization Failures from Representational Geometry Markers,2026,arxiv,https://arxiv.org/pdf/2603.01879,1,,pending
P02_0713,"Easy to Learn, Yet Hard to Forget: Towards Robust Unlearning Under Bias",2026,arxiv,https://arxiv.org/pdf/2602.21773,1,,pending
P02_0717,Incorporating Surrogate Gradient Norm to Improve Offline Optimization Techniques,2025,arxiv,https://arxiv.org/pdf/2503.04242,1,,pending
P02_0738,DSL: Understanding and Improving Softmax Recommender Systems with Competition-Aware Scaling,2026,arxiv,https://arxiv.org/pdf/2602.07206,1,,pending
P02_0740,VLA^2: Empowering Vision-Language-Action Models with an Agentic Framework for Unseen Concept Manipulation,2025,arxiv,https://arxiv.org/pdf/2510.14902,1,,pending
P02_0741,Navigating High Dimensional Concept Space with Metalearning,2025,arxiv,https://arxiv.org/pdf/2508.01948,1,,pending
P02_0757,FedSoup: Improving Generalization and Personalization in Federated Learning via Selective Model Interpolation,2023,arxiv,https://arxiv.org/pdf/2307.10507,1,,pending
P02_0781,Thermodynamically-Informed Iterative Neural Operators for Heterogeneous Elastic Localization,2024,arxiv,https://arxiv.org/pdf/2411.06529,1,,pending
P02_0795,TerraIncognita: A Dynamic Benchmark for Species Discovery Using Frontier Models,2025,arxiv,https://arxiv.org/pdf/2506.03182,1,,pending
P02_0797,Predictable GRPO: A Closed-Form Model of Training Dynamics,2026,arxiv,https://arxiv.org/pdf/2606.30789,1,,pending
P02_0798,Can Large Reasoning Models do Analogical Reasoning under Perceptual Uncertainty?,2025,arxiv,https://arxiv.org/pdf/2503.11207,1,,pending
P02_0814,A Survey on Compositional Generalization in Applications,2023,arxiv,https://arxiv.org/pdf/2302.01067,1,,pending
P02_0815,Composition-Incremental Learning for Compositional Generalization,2025,arxiv,https://arxiv.org/pdf/2511.09082,1,,pending
P02_0816,Toward Compositional Generalization in Object-Oriented World Modeling,2022,arxiv,https://arxiv.org/pdf/2204.13661,1,,pending
P02_0817,On Evaluating Multilingual Compositional Generalization with Translated Datasets,2023,arxiv,https://arxiv.org/pdf/2306.11420,1,,pending
P02_0818,Learning Algebraic Recombination for Compositional Generalization,2021,arxiv,https://arxiv.org/pdf/2107.06516,1,,pending
P02_0820,Improving Compositional Generalization in Math Word Problem Solving,2022,arxiv,https://arxiv.org/pdf/2209.01352,1,,pending
P02_0825,A General Theory for Compositional Generalization,2024,arxiv,https://arxiv.org/pdf/2405.11743,1,,pending
P02_0830,On Compositional Generalization of Neural Machine Translation,2021,arxiv,https://arxiv.org/pdf/2105.14802,1,,pending
P02_0833,Simple and effective data augmentation for compositional generalization,2024,arxiv,https://arxiv.org/pdf/2401.09815,1,,pending
P02_0834,Unobserved Local Structures Make Compositional Generalization Hard,2022,arxiv,https://arxiv.org/pdf/2201.05899,1,,pending
P02_0837,When and How Does CLIP Enable Domain and Compositional Generalization?,2025,arxiv,https://arxiv.org/pdf/2502.09507,1,,pending
P02_0840,Diverse Demonstrations Improve In-context Compositional Generalization,2022,arxiv,https://arxiv.org/pdf/2212.06800,1,,pending
P02_0841,Exploring the Compositional Generalization in Context Dependent Text-to-SQL Parsing,2023,arxiv,https://arxiv.org/pdf/2306.04480,1,,pending
P02_0842,Improving Compositional Generalization Using Iterated Learning and Simplicial Embeddings,2023,arxiv,https://arxiv.org/pdf/2310.18777,1,,pending
P02_0847,A Short Survey of Systematic Generalization,2022,arxiv,https://arxiv.org/pdf/2211.11956,1,,pending
P02_0848,Compositional Generalization for Multi-label Text Classification: A Data-Augmentation Approach,2023,arxiv,https://arxiv.org/pdf/2312.11276,1,,pending
P02_0849,Exploring Continual Learning of Compositional Generalization in NLI,2024,arxiv,https://arxiv.org/pdf/2403.04400,1,,pending
P02_0852,Local Mechanisms of Compositional Generalization in Conditional Diffusion,2025,arxiv,https://arxiv.org/pdf/2509.16447,1,,pending
P02_0853,A Theoretical Analysis of Compositional Generalization in Neural Networks: A Necessary and Sufficient Condition,2025,arxiv,https://arxiv.org/pdf/2505.02627,1,,pending
P02_0862,Compositional Generalization in Image Captioning,2019,arxiv,https://arxiv.org/pdf/1909.04402,1,,pending
P02_0870,The Impact of Depth on Compositional Generalization in Transformer Language Models,2023,arxiv,https://arxiv.org/pdf/2310.19956,1,,pending
P02_0871,Compositional Generalization Across Distributional Shifts with Sparse Tree Operations,2024,arxiv,https://arxiv.org/pdf/2412.14076,1,,pending
P02_0875,Pretraining Frequency Predicts Compositional Generalization of CLIP on Real-World Tasks,2025,arxiv,https://arxiv.org/pdf/2502.18326,1,,pending
P02_0880,Finding needles in a haystack: Sampling Structurally-diverse Training Sets from Synthetic Data for Compositional Generalization,2021,arxiv,https://arxiv.org/pdf/2109.02575,1,,pending
P02_0887,ExeDec: Execution Decomposition for Compositional Generalization in Neural Program Synthesis,2023,arxiv,https://arxiv.org/pdf/2307.13883,1,,pending
P02_0888,Compositional Generalization for Data-to-Text Generation,2023,arxiv,https://arxiv.org/pdf/2312.02748,1,,pending
P02_0889,What Drives Compositional Generalization? The Importance of Continuous Training Objectives in Visual Generative Models,2025,arxiv,https://arxiv.org/pdf/2510.03075,1,,pending
P02_0892,Sequential Compositional Generalization in Multimodal Models,2024,arxiv,https://arxiv.org/pdf/2404.12013,1,,pending
P02_0902,ViLPAct: A Benchmark for Compositional Generalization on Multimodal Human Activities,2022,arxiv,https://arxiv.org/pdf/2210.05556,1,,pending
P02_0908,From Reasoning Traces to Reusable Modules: Understanding Compositional Generalization in Language Model Reasoning,2026,arxiv,https://arxiv.org/pdf/2606.18089,1,,pending
P02_0909,Systematic Generalization: What Is Required and Can It Be Learned?,2018,arxiv,https://arxiv.org/pdf/1811.12889,1,,pending
P02_0910,Learning by Analogy: A Causal Framework for Composition Generalization,2025,arxiv,https://arxiv.org/pdf/2512.10669,1,,pending
P02_0912,Provably Efficient Causal Model-Based Reinforcement Learning for Systematic Generalization,2022,arxiv,https://arxiv.org/pdf/2202.06545,1,,pending
P02_0917,Seen to Unseen: Exploring Compositional Generalization of Multi-Attribute Controllable Dialogue Generation,2023,arxiv,https://arxiv.org/pdf/2306.10317,1,,pending
P02_0919,Latent Compositional Representations Improve Systematic Generalization in Grounded Question Answering,2020,arxiv,https://arxiv.org/pdf/2007.00266,1,,pending
P02_0923,LAGr: Label Aligned Graphs for Better Systematic Generalization in Semantic Parsing,2022,arxiv,https://arxiv.org/pdf/2205.09607,1,,pending
P02_0924,COVR: A test-bed for Visually Grounded Compositional Generalization with real images,2021,arxiv,https://arxiv.org/pdf/2109.10613,1,,pending
P02_0927,ClassicLogic: A Knowledge-Driven Benchmark of Classic Puzzle Games for Evaluating Compositional Generalization,2026,arxiv,https://arxiv.org/pdf/2607.05185,1,,pending
P02_0928,HICO-DET-SG and V-COCO-SG: New Data Splits for Evaluating the Systematic Generalization Performance of Human-Object Interaction Detection Models,2023,arxiv,https://arxiv.org/pdf/2305.09948,1,,pending
P02_0929,"InternVLA-A1.5: Unifying Understanding, Latent Foresight, and Action for Compositional Generalization",2026,arxiv,https://arxiv.org/pdf/2607.04988,1,,pending
P02_0933,Inductive Biases for Zero-shot Systematic Generalization in Language-informed Reinforcement Learning,2025,arxiv,https://arxiv.org/pdf/2501.15270,1,,pending
P02_0936,"A Minimalist Dataset for Systematic Generalization of Perception, Syntax, and Semantics",2021,arxiv,https://arxiv.org/pdf/2103.01403,1,,pending
P02_0938,Towards Systematic Generalization for Power Grid Optimization Problems,2026,arxiv,https://arxiv.org/pdf/2605.02026,1,,pending
P02_0941,Challenges in Generalization in Open Domain Question Answering,2021,arxiv,https://arxiv.org/pdf/2109.01156,1,,pending
P02_0942,Scale Up Strategically: Learning Compositional Generalization via Bias-Aware Evaluation and Data Collection for Robotic Manipulation,2026,arxiv,https://arxiv.org/pdf/2607.21582,1,,pending
P02_0946,ATOM-Bench: A Real-World Benchmark for Atomic Skills and Compositional Generalization in Manipulation Policies,2026,arxiv,https://arxiv.org/pdf/2606.16826,1,,pending
P02_0957,Low-Frequency Shortcuts in Texture-Driven Visual Learning,2026,arxiv,https://arxiv.org/pdf/2606.03493,1,,pending
P02_0964,Compositional Generalization in Spoken Language Understanding,2023,arxiv,https://arxiv.org/pdf/2312.15815,1,,pending
P02_0985,Point-SRA: Self-Representation Alignment for 3D Representation Learning,2026,arxiv,https://arxiv.org/pdf/2601.01746,1,,pending
P02_1078,Adversarial Image Alignment and Interpolation,2017,arxiv,https://arxiv.org/pdf/1707.00067,1,,pending
P02_1122,A model to assess customer alignment through customer experience concepts,2019,arxiv,https://arxiv.org/pdf/1905.02356,1,,pending
P02_1128,Intelligent Angle Map-based Beam Alignment for RIS-aided mmWave Communication Networks,2024,arxiv,https://arxiv.org/pdf/2410.23919,1,,pending
P02_1141,Deep Unfolding Network with Spatial Alignment for multi-modal MRI reconstruction,2023,arxiv,https://arxiv.org/pdf/2312.16998,1,,pending
P02_1144,Aleena: Alignment Agent for Research Software Engineering Collaborations,2026,arxiv,https://arxiv.org/pdf/2607.08043,1,,pending
